数据排序	年月日	时分	PM1.0标	PM2.5标	PM10标	PM1.0气	PM2.5气	PM10气	电压
2460	20-11-13	19-26	21	29	30	21	29	30	3.91
2461	20-11-13	19-31	19	27	30	19	27	30	3.91
2462	20-11-13	19-37	21	33	34	21	33	34	3.91
2463	20-11-13	19-42	18	28	33	18	28	33	3.92
2464	20-11-13	19-48	20	28	29	20	28	29	3.89
2465	20-11-13	19-53	20	28	30	20	28	30	3.91
2466	20-11-13	19-59	17	26	28	17	26	28	3.91
2467	20-11-13	20-5	20	26	32	20	26	32	3.89
2468	20-11-13	20-10	21	28	29	21	28	29	3.90
2469	20-11-13	20-16	18	28	29	18	28	29	3.90
2470	20-11-13	20-21	18	28	31	18	28	31	3.90
2471	20-11-13	20-27	17	25	31	17	25	31	3.90
2472	20-11-13	20-32	18	28	29	18	28	29	3.90
2473	20-11-13	20-38	21	33	36	21	33	36	3.90
2474	20-11-13	20-43	24	34	38	24	34	38	3.90
2475	20-11-13	20-49	23	32	36	23	32	36	3.91
2476	20-11-13	20-54	23	29	32	23	29	32	3.90
2477	20-11-13	21-0	25	36	43	25	36	43	3.90
2478	20-11-13	21-5	23	32	40	23	32	40	3.90
2479	20-11-13	21-11	21	32	35	21	32	35	3.89
2480	20-11-13	21-16	21	32	38	21	32	38	3.90
2481	20-11-13	21-22	24	32	36	24	32	36	3.90
2482	20-11-13	21-27	21	31	39	21	31	39	3.90
2483	20-11-13	21-33	20	29	29	20	29	29	3.90
2484	20-11-13	21-39	20	29	32	20	29	32	3.90
2485	20-11-13	21-44	21	27	29	21	27	29	3.90
2486	20-11-13	21-50	20	29	36	20	29	36	3.91
2487	20-11-13	21-55	20	32	36	20	32	36	3.90
2488	20-11-13	22-1	18	26	29	18	26	29	3.90
2489	20-11-13	22-6	17	25	28	17	25	28	3.89
2490	20-11-13	22-12	18	24	25	18	24	25	3.90
2491	20-11-13	22-17	18	26	29	18	26	29	3.89
2492	20-11-13	22-23	16	22	30	16	22	30	3.89
2493	20-11-13	22-28	17	23	25	17	23	25	3.89
2494	20-11-13	22-34	14	22	23	14	22	23	3.89
2495	20-11-13	22-39	15	23	23	15	23	23	3.89
2496	20-11-13	22-45	15	22	22	15	22	22	3.89
2497	20-11-13	22-50	15	23	26	15	23	26	3.88
2498	20-11-13	22-56	15	26	26	15	26	26	3.89
2499	20-11-13	23-1	15	27	31	15	27	31	3.89
2500	20-11-13	23-7	17	22	26	17	22	26	3.89
2501	20-11-13	23-13	15	22	23	15	22	23	3.88
2502	20-11-13	23-18	14	22	24	14	22	24	3.89
2503	20-11-13	23-24	15	23	24	15	23	24	3.89
2504	20-11-13	23-29	14	19	20	14	19	20	3.90
2505	20-11-13	23-35	15	21	24	15	21	24	3.89
2506	20-11-13	23-40	18	25	31	18	25	31	3.88
2507	20-11-13	23-46	19	28	31	19	28	31	3.89
2508	20-11-13	23-51	18	25	32	18	25	32	3.88
2509	20-11-13	23-57	16	23	30	16	23	30	3.89
2510	20-11-14	0-2	15	28	30	15	28	30	3.88
2511	20-11-14	0-8	14	21	23	14	21	23	3.88
2512	20-11-14	0-13	15	21	25	15	21	25	3.89
2513	20-11-14	0-19	15	22	23	15	22	23	3.88
2514	20-11-14	0-24	13	21	23	13	21	23	3.89
2515	20-11-14	0-30	14	21	21	14	21	21	3.88
2516	20-11-14	0-36	14	20	20	14	20	20	3.88
2517	20-11-14	0-41	14	20	20	14	20	20	3.88
2518	20-11-14	0-47	14	18	24	14	18	24	3.88
2519	20-11-14	0-52	13	21	21	13	21	21	3.88
2520	20-11-14	0-58	16	22	27	16	22	27	3.86
2521	20-11-14	1-3	13	20	21	13	20	21	3.88
2522	20-11-14	1-9	13	20	24	13	20	24	3.88
2523	20-11-14	1-14	14	21	23	14	21	23	3.88
2524	20-11-14	1-20	14	25	28	14	25	28	3.88
2525	20-11-14	1-25	16	24	28	16	24	28	3.88
2526	20-11-14	1-31	16	24	28	16	24	28	3.87
2527	20-11-14	1-36	16	25	25	16	25	25	3.88
2528	20-11-14	1-42	14	20	23	14	20	23	3.87
2529	20-11-14	1-47	15	23	27	15	23	27	3.88
2530	20-11-14	1-53	16	24	26	16	24	26	3.88
2531	20-11-14	1-58	16	23	25	16	23	25	3.88
2532	20-11-14	2-4	15	24	28	15	24	28	3.88
2533	20-11-14	2-10	15	24	27	15	24	27	3.87
2534	20-11-14	2-15	16	24	26	16	24	26	3.87
2535	20-11-14	2-21	17	24	26	17	24	26	3.87
2536	20-11-14	2-26	17	24	27	17	24	27	3.87
2537	20-11-14	2-32	17	27	32	17	27	32	3.87
2538	20-11-14	2-37	15	23	24	15	23	24	3.88
2539	20-11-14	2-43	17	27	28	17	27	28	3.87
2540	20-11-14	2-48	17	24	27	17	24	27	3.87
2541	20-11-14	2-54	16	21	26	16	21	26	3.86
2542	20-11-14	2-59	16	23	24	16	23	24	3.87
2543	20-11-14	3-5	16	23	26	16	23	26	3.87
2544	20-11-14	3-10	16	26	27	16	26	27	3.87
2545	20-11-14	3-16	16	24	26	16	24	26	3.88
2546	20-11-14	3-21	16	23	27	16	23	27	3.87
2547	20-11-14	3-27	17	24	27	17	24	27	3.87
2548	20-11-14	3-32	17	27	31	17	27	31	3.87
2549	20-11-14	3-38	17	26	28	17	26	28	3.87
2550	20-11-14	3-44	19	30	30	19	30	30	3.87
2551	20-11-14	3-49	20	30	31	20	30	31	3.87
2552	20-11-14	3-55	16	23	23	16	23	23	3.86
2553	20-11-14	4-0	20	28	33	20	28	33	3.87
2554	20-11-14	4-6	19	30	31	19	30	31	3.86
2555	20-11-14	4-11	20	30	33	20	30	33	3.87
2556	20-11-14	4-17	20	28	31	20	28	31	3.84
2557	20-11-14	4-22	22	28	30	22	28	30	3.86
2558	20-11-14	4-28	20	30	37	20	30	37	3.86
2559	20-11-14	4-33	22	30	31	22	30	31	3.86
2560	20-11-14	4-39	22	31	34	22	31	34	3.86
2561	20-11-14	4-44	23	35	42	23	35	42	3.86
2562	20-11-14	4-50	26	37	41	26	37	41	3.84
2563	20-11-14	4-55	24	33	37	24	33	37	3.86
2564	20-11-14	5-1	26	37	40	26	37	40	3.86
2565	20-11-14	5-7	26	35	37	26	35	37	3.86
2566	20-11-14	5-12	24	38	45	24	38	45	3.86
2567	20-11-14	5-18	24	33	33	24	33	33	3.86
2568	20-11-14	5-23	24	35	38	24	35	38	3.87
2569	20-11-14	5-29	24	33	34	24	33	34	3.85
2570	20-11-14	5-34	24	37	40	24	37	40	3.86
2571	20-11-14	5-40	26	36	40	26	36	40	3.85
2572	20-11-14	5-45	24	35	38	24	35	38	3.86
2573	20-11-14	5-51	24	38	44	24	38	44	3.83
2574	20-11-14	5-56	26	35	42	26	35	42	3.85
2575	20-11-14	6-2	26	40	48	26	40	48	3.85
2576	20-11-14	6-7	26	38	45	26	38	45	3.85
2577	20-11-14	6-13	23	37	43	23	37	43	3.84
2578	20-11-14	6-18	23	33	34	23	33	34	3.85
2579	20-11-14	6-24	24	33	37	24	33	37	3.85
2580	20-11-14	6-29	22	34	36	22	34	36	3.85
2581	20-11-14	6-35	22	31	37	22	31	37	3.84
2582	20-11-14	6-41	22	31	34	22	31	34	3.85
2583	20-11-14	6-46	22	31	36	22	31	36	3.85
2584	20-11-14	6-52	22	31	38	22	31	38	3.85
2585	20-11-14	6-57	23	33	38	23	33	38	3.85
2586	20-11-14	7-3	19	27	31	19	27	31	3.84
2587	20-11-14	7-8	22	31	34	22	31	34	3.85
2588	20-11-14	7-14	19	29	34	19	29	34	3.85
2589	20-11-14	7-19	20	31	33	20	31	33	3.84
2590	20-11-14	7-25	22	33	37	22	33	37	3.84
2591	20-11-14	7-30	22	30	36	22	30	36	3.84
2592	20-11-14	7-36	19	27	30	19	27	30	3.85
2593	20-11-14	7-41	22	30	31	22	30	31	3.84
2594	20-11-14	7-47	22	30	34	22	30	34	3.83
2595	20-11-14	7-52	20	30	33	20	30	33	3.84
2596	20-11-14	7-58	20	29	31	20	29	31	3.84
2597	20-11-14	8-3	20	30	33	20	30	33	3.84
2598	20-11-14	8-9	19	29	34	19	29	34	3.84
2599	20-11-14	8-15	20	30	31	20	30	31	3.84
2600	20-11-14	8-20	16	26	29	16	26	29	3.84
2601	20-11-14	8-26	16	27	29	16	27	29	3.84
2602	20-11-14	8-31	20	30	38	20	30	38	3.83
2603	20-11-14	8-37	22	33	34	22	33	34	3.85
2604	20-11-14	8-42	20	28	31	20	28	31	3.84
2605	20-11-14	8-48	17	27	30	17	27	30	3.84
2606	20-11-14	8-53	17	31	35	17	31	35	3.84
2607	20-11-14	8-59	20	33	37	20	33	37	3.84
2608	20-11-14	9-4	22	33	35	22	33	35	3.83
2609	20-11-14	9-10	20	33	33	20	33	33	3.84
2610	20-11-14	9-15	23	31	35	23	31	35	3.84
2611	20-11-14	9-21	22	30	34	22	30	34	3.85
2612	20-11-14	9-26	23	35	40	23	35	40	3.83
2613	20-11-14	9-32	22	37	39	22	37	39	3.85
2614	20-11-14	9-38	24	33	34	24	33	34	3.83
2615	20-11-14	9-43	22	34	38	22	34	38	3.83
2616	20-11-14	9-49	24	35	41	24	35	41	3.85
2617	20-11-14	9-54	25	35	40	25	35	40	3.83
2618	20-11-14	10-0	27	39	40	27	39	40	3.83
2619	20-11-14	10-5	24	38	42	24	38	42	3.82
2620	20-11-14	10-11	28	40	46	27	40	46	3.83
2621	20-11-14	10-16	27	40	47	27	40	47	3.83
2622	20-11-14	10-22	25	37	39	25	37	39	3.83
2623	20-11-14	10-27	25	36	39	25	36	39	3.83
2624	20-11-14	10-33	27	40	43	27	40	43	3.82
2625	20-11-14	10-38	25	37	41	25	37	41	3.83
2626	20-11-14	10-44	24	33	39	24	33	39	3.83
2627	20-11-14	10-49	24	34	41	24	34	41	3.83
2628	20-11-14	10-55	25	36	37	25	36	37	3.83
2629	20-11-14	11-0	22	32	36	22	32	36	3.83
2630	20-11-14	11-6	22	32	37	22	32	37	3.82
2631	20-11-14	11-12	24	34	40	24	34	40	3.82
2632	20-11-14	11-17	25	36	40	25	36	40	3.82
2633	20-11-14	11-23	22	33	39	22	33	39	3.82
2634	20-11-14	11-28	22	33	38	22	33	38	3.82
2635	20-11-14	11-34	21	34	38	21	34	38	3.82
2636	20-11-14	11-39	19	31	35	19	31	35	3.82
2637	20-11-14	11-45	25	34	35	25	34	35	3.82
2638	20-11-14	11-50	22	34	39	22	34	39	3.82
2639	20-11-14	11-56	22	34	37	22	34	37	3.80
2640	20-11-14	12-1	21	29	34	21	29	34	3.81
2641	20-11-14	12-7	23	37	38	23	37	38	3.81
2642	20-11-14	12-12	22	33	35	22	33	35	3.81
2643	20-11-14	12-19	24	33	36	22	32	36	3.20
2644	20-11-14	12-24	24	31	32	23	31	32	3.34
2645	20-11-14	12-30	22	29	31	21	29	31	3.41
2646	20-11-14	12-35	22	30	32	21	30	32	3.47
2647	20-11-14	12-41	19	28	29	19	28	29	3.53
2648	20-11-14	12-46	21	28	32	20	28	32	3.59
2649	20-11-14	12-52	20	28	29	19	28	29	3.60
2650	20-11-14	12-57	20	28	32	19	28	32	3.61
2651	20-11-14	13-3	20	27	29	19	27	29	3.61
2652	20-11-14	13-8	20	28	29	19	28	29	3.62
2653	20-11-14	13-14	21	27	29	20	27	29	3.62
2654	20-11-14	13-19	19	25	26	19	25	26	3.63
2655	20-11-14	13-25	21	28	29	20	28	29	3.67
2656	20-11-14	13-30	19	27	28	19	27	28	3.65
2657	20-11-14	13-36	20	27	32	19	27	32	3.66
2658	20-11-14	13-41	19	26	27	19	26	27	3.67
2659	20-11-14	13-47	21	28	30	20	28	30	3.68
2660	20-11-14	13-52	21	29	32	20	29	32	3.69
2661	20-11-14	13-58	20	27	30	19	27	30	3.70
2662	20-11-14	14-3	20	26	29	19	26	29	3.71
2663	20-11-14	14-9	19	28	29	19	28	29	3.72
2664	20-11-14	14-14	18	25	27	18	25	27	3.73
2665	20-11-14	14-20	18	26	28	18	26	28	3.73
2666	20-11-14	14-25	19	25	26	19	25	26	3.74
2667	20-11-14	14-31	21	30	30	20	29	30	3.75
2668	20-11-14	14-36	20	27	27	19	27	27	3.75
2669	20-11-14	14-42	21	29	29	20	29	29	3.76
2670	20-11-14	14-47	21	28	31	20	28	31	3.79
2671	20-11-14	14-53	22	30	35	21	29	35	3.77
2672	20-11-14	14-58	20	28	29	19	28	29	3.77
2673	20-11-14	15-4	20	29	31	19	29	31	3.78
2674	20-11-14	15-9	22	29	30	21	29	30	3.78
2675	20-11-14	15-15	23	30	33	21	29	33	3.79
2676	20-11-14	15-20	23	31	34	21	30	34	3.79
2677	20-11-14	15-26	22	28	29	21	28	29	3.79
2678	20-11-14	15-31	21	29	31	20	29	31	3.80
2679	20-11-14	15-37	21	28	30	20	28	30	3.80
2680	20-11-14	15-42	21	28	31	20	28	31	3.85
2681	20-11-14	15-48	21	29	30	20	29	30	3.82
2682	20-11-14	15-53	22	28	30	21	28	30	3.82
2683	20-11-14	15-59	22	31	31	21	30	31	3.83
2684	20-11-14	16-4	23	30	32	21	29	32	3.84
2685	20-11-14	16-10	19	27	28	19	27	28	3.84
2686	20-11-14	16-15	21	28	30	20	28	30	3.85
2687	20-11-14	16-21	21	28	30	20	28	30	3.86
2688	20-11-14	16-26	22	29	31	21	29	31	3.87
2689	20-11-14	16-32	21	29	32	20	29	32	3.88
2690	20-11-14	16-37	26	35	37	23	32	37	3.89
2691	20-11-14	16-43	25	38	40	23	35	40	3.95
2692	20-11-14	16-48	28	39	41	24	35	41	3.97
2693	20-11-14	16-54	25	36	38	22	33	38	3.96
2694	20-11-14	16-59	27	37	38	23	34	38	3.98
2695	20-11-14	17-5	24	33	35	22	31	35	4.00
2696	20-11-14	17-10	23	33	34	21	31	34	4.02
2697	20-11-14	17-16	24	33	36	22	31	36	4.04
2698	20-11-14	17-21	26	35	37	23	32	37	4.05
2699	20-11-14	17-27	26	36	37	23	33	37	4.07
2700	20-11-14	17-32	27	38	39	23	34	39	4.08
2701	20-11-14	17-38	28	38	39	24	35	39	4.09
2702	20-11-14	17-43	26	38	40	23	34	40	4.10
2703	20-11-14	17-49	28	41	45	24	37	44	4.12
2704	20-11-14	17-54	30	43	46	25	38	45	4.13
2705	20-11-14	18-0	29	41	44	25	36	44	4.14
2706	20-11-14	18-5	30	42	47	25	37	46	4.15
2707	20-11-14	18-11	29	40	44	25	35	44	4.16
2708	20-11-14	18-16	29	37	39	25	34	39	4.16
2709	20-11-14	18-22	31	44	44	26	38	44	4.17
2710	20-11-14	18-27	31	41	44	26	36	44	4.17
2711	20-11-14	18-33	33	44	47	27	38	46	4.18
2712	20-11-14	18-38	31	46	49	26	39	47	4.18
2713	20-11-14	18-44	30	41	44	25	36	44	4.18
2714	20-11-14	18-50	30	42	45	25	37	44	4.19
2715	20-11-14	18-55	33	46	50	27	39	48	4.19
2716	20-11-14	19-1	29	42	46	25	37	45	4.19
2717	20-11-14	19-6	33	47	51	27	39	48	4.20
2718	20-11-14	19-12	31	45	47	26	38	46	4.20
2719	20-11-14	19-17	34	48	53	27	40	49	4.20
2720	20-11-14	19-23	32	45	48	26	38	46	4.20
2721	20-11-14	19-28	34	48	51	27	40	48	4.20
2722	20-11-14	19-34	34	47	49	27	39	47	4.21
2723	20-11-14	19-39	34	47	48	27	39	46	4.21
2724	20-11-14	19-45	31	43	47	26	37	46	4.21
2725	20-11-14	19-50	31	44	46	26	38	45	4.21
2726	20-11-14	19-56	33	46	50	27	39	48	4.22
2727	20-11-14	20-1	33	50	51	27	41	48	4.11
2728	20-11-14	20-3	25	37	43	22	34	43	4.11
2729	20-11-14	20-4	29	43	48	26	40	48	4.39
2730	20-11-14	20-9	16	22	23	16	22	23	4.39
2731	20-11-14	20-15	14	19	22	14	19	22	4.39
2732	20-11-14	20-20	15	21	24	15	21	24	4.39
2733	20-11-14	20-26	39	55	60	29	43	54	4.14
2734	20-11-14	20-31	43	59	67	31	45	57	4.13
2735	20-11-14	20-37	43	62	66	31	46	57	4.12
2736	20-11-14	20-42	44	63	68	32	47	58	4.13
2737	20-11-14	20-48	43	64	72	31	47	60	4.12
2738	20-11-14	20-53	46	67	75	33	48	63	4.12
2739	20-11-14	20-59	44	63	72	31	47	61	4.12
2740	20-11-14	21-4	45	66	70	32	48	60	4.12
2741	20-11-14	21-10	44	65	73	32	47	62	4.12
2742	20-11-14	21-15	44	64	75	31	48	63	4.12
2743	20-11-14	21-21	44	65	68	31	48	59	4.11
2744	20-11-14	21-26	44	69	73	32	49	61	4.11
2745	20-11-14	21-32	42	63	72	31	47	61	4.11
2746	20-11-14	21-38	41	62	70	31	47	60	4.11
2747	20-11-14	21-43	43	63	66	31	47	58	4.11
2748	20-11-14	21-49	43	60	69	31	46	59	4.11
2749	20-11-14	21-54	42	63	69	31	47	59	4.10
2750	20-11-14	22-0	42	63	73	31	47	61	4.11
2751	20-11-14	22-5	39	64	72	29	47	61	4.10
2752	20-11-14	22-11	41	59	67	30	46	58	4.10
2753	20-11-14	22-16	41	62	69	30	47	59	4.10
2754	20-11-14	22-22	42	61	71	31	47	61	4.10
2755	20-11-14	22-27	48	70	77	33	50	63	4.10
2756	20-11-14	22-33	49	75	85	34	52	68	4.10
2757	20-11-14	22-38	52	83	89	35	54	69	4.09
2758	20-11-14	22-44	49	76	87	33	52	68	4.09
2759	20-11-14	22-49	48	74	80	33	52	65	4.10
2760	20-11-14	22-55	45	67	73	32	49	62	4.08
2761	20-11-14	23-0	44	68	79	31	49	64	4.10
2762	20-11-14	23-6	45	68	73	32	49	61	4.09
2763	20-11-14	23-12	45	68	76	32	49	63	4.08
2764	20-11-14	23-17	47	69	75	33	50	63	4.09
2765	20-11-14	23-23	46	68	77	32	49	63	4.09
2766	20-11-14	23-28	46	70	82	33	49	66	4.09
2767	20-11-14	23-34	48	69	76	33	50	63	4.08
2768	20-11-14	23-39	45	69	77	32	49	63	4.09
2769	20-11-14	23-45	50	77	87	34	53	68	4.08
2770	20-11-14	23-50	52	76	84	34	52	67	4.09
2771	20-11-14	23-56	52	80	88	34	54	68	4.08
2772	20-11-15	0-1	46	72	80	33	50	65	4.08
2773	20-11-15	0-7	52	78	86	34	53	68	4.08
2774	20-11-15	0-12	49	73	84	33	51	66	4.08
2775	20-11-15	0-18	47	70	72	33	49	60	4.08
2776	20-11-15	0-23	47	75	83	33	51	66	4.08
2777	20-11-15	0-29	47	75	83	33	52	66	4.07
2778	20-11-15	0-35	43	65	74	31	47	62	4.08
2779	20-11-15	0-40	46	72	79	33	50	64	4.07
2780	20-11-15	0-46	46	76	87	33	51	68	4.08
2781	20-11-15	0-51	45	70	81	32	50	65	4.06
2782	20-11-15	0-57	46	72	83	33	50	66	4.07
2783	20-11-15	1-2	45	71	82	32	50	66	4.08
2784	20-11-15	1-8	45	70	77	32	49	63	4.06
2785	20-11-15	1-13	46	70	81	33	49	65	4.08
2786	20-11-15	1-19	44	67	75	32	48	63	4.07
2787	20-11-15	1-24	46	70	82	32	50	66	4.08
2788	20-11-15	1-30	47	71	77	33	51	63	4.07
2789	20-11-15	1-35	45	71	84	32	51	67	4.07
2790	20-11-15	1-41	44	69	81	32	50	65	4.07
2791	20-11-15	1-46	47	72	80	33	51	64	4.06
2792	20-11-15	1-52	44	65	69	32	48	59	4.07
2793	20-11-15	1-58	46	70	79	32	50	64	4.07
2794	20-11-15	2-3	45	68	84	32	49	66	4.07
2795	20-11-15	2-9	44	69	77	32	50	63	4.07
2796	20-11-15	2-14	47	69	79	33	50	64	4.07
2797	20-11-15	2-20	46	69	79	32	50	64	4.06
2798	20-11-15	2-25	47	66	74	33	49	62	4.07
2799	20-11-15	2-31	44	66	75	32	48	63	4.07
2800	20-11-15	2-36	49	71	80	33	51	65	4.06
2801	20-11-15	2-42	44	68	77	32	49	63	4.06
2802	20-11-15	2-47	47	72	78	33	51	64	4.06
2803	20-11-15	2-53	46	74	80	32	52	65	4.04
2804	20-11-15	2-58	45	65	72	32	48	61	4.06
2805	20-11-15	3-4	44	66	71	32	49	61	4.06
2806	20-11-15	3-9	44	65	74	32	48	62	4.06
2807	20-11-15	3-15	48	73	80	33	51	65	4.05
2808	20-11-15	3-21	46	71	80	32	51	65	4.06
2809	20-11-15	3-26	47	68	78	33	49	64	4.06
2810	20-11-15	3-32	47	75	77	33	52	63	4.06
2811	20-11-15	3-37	47	69	77	33	50	63	4.06
2812	20-11-15	3-43	47	71	85	33	51	67	4.05
2813	20-11-15	3-48	44	69	77	32	50	63	4.06
2814	20-11-15	3-54	48	70	82	33	50	66	4.06
2815	20-11-15	3-59	46	70	80	32	50	64	4.05
2816	20-11-15	4-5	42	69	82	31	50	66	4.05
2817	20-11-15	4-10	45	67	72	32	49	61	4.06
2818	20-11-15	4-16	48	74	82	33	52	66	4.06
2819	20-11-15	4-21	45	69	77	32	50	63	4.05
2820	20-11-15	4-27	47	70	83	33	50	66	4.03
2821	20-11-15	4-32	49	71	82	33	51	65	4.05
2822	20-11-15	4-38	49	70	79	33	50	64	4.05
2823	20-11-15	4-44	47	74	82	33	52	66	4.05
2824	20-11-15	4-49	49	75	86	33	52	67	4.05
2825	20-11-15	4-55	51	74	79	34	52	64	4.06
2826	20-11-15	5-0	50	75	87	34	52	68	4.05
2827	20-11-15	5-6	52	76	89	34	52	68	4.04
2828	20-11-15	5-11	51	76	85	34	52	67	4.05
2829	20-11-15	5-17	50	75	83	34	52	66	4.05
2830	20-11-15	5-22	50	74	79	34	52	64	4.05
2831	20-11-15	5-28	51	75	84	34	52	67	4.05
2832	20-11-15	5-33	52	76	85	34	52	67	4.05
2833	20-11-15	5-39	54	77	88	35	53	68	4.04
2834	20-11-15	5-44	53	75	85	35	52	67	4.04
2835	20-11-15	5-50	53	75	90	35	52	69	4.05
2836	20-11-15	5-55	51	76	87	34	52	68	4.05
2837	20-11-15	6-1	53	79	89	35	53	68	4.06
2838	20-11-15	6-6	54	80	86	36	53	67	4.04
2839	20-11-15	6-12	54	79	85	36	53	67	4.03
2840	20-11-15	6-18	55	80	93	35	54	70	4.05
2841	20-11-15	6-23	53	77	85	35	53	67	4.04
2842	20-11-15	6-29	52	79	93	34	53	70	4.05
2843	20-11-15	6-34	53	79	86	35	53	67	4.04
2844	20-11-15	6-40	53	75	85	35	52	67	4.04
2845	20-11-15	6-45	50	70	79	34	50	64	4.04
2846	20-11-15	6-51	50	76	85	34	52	67	4.03
2847	20-11-15	6-56	51	71	75	34	51	63	4.03
2848	20-11-15	7-2	52	75	79	34	52	64	4.04
2849	20-11-15	7-7	50	75	84	34	52	66	4.05
2850	20-11-15	7-13	51	75	81	34	52	65	4.04
2851	20-11-15	7-18	50	74	79	34	52	64	4.04
2852	20-11-15	7-24	50	72	81	34	51	65	4.04
2853	20-11-15	7-29	50	75	82	34	52	66	4.03
2854	20-11-15	7-35	46	67	72	32	49	61	4.04
2855	20-11-15	7-41	47	68	76	33	49	63	4.04
2856	20-11-15	7-46	48	71	78	33	50	64	4.04
2857	20-11-15	7-52	47	69	75	33	50	63	4.04
2858	20-11-15	7-57	47	69	75	33	50	63	4.04
2859	20-11-15	8-3	44	63	69	31	47	59	4.03
2860	20-11-15	8-8	42	65	74	31	48	62	4.03
2861	20-11-15	8-14	44	68	77	32	48	63	4.03
2862	20-11-15	8-19	43	65	72	31	48	61	4.03
2863	20-11-15	8-25	42	66	74	31	48	62	4.04
2864	20-11-15	8-30	42	60	64	31	46	57	4.01
2865	20-11-15	8-36	42	63	69	31	46	59	4.03
2866	20-11-15	8-41	39	59	64	30	45	56	4.04
2867	20-11-15	8-47	39	56	62	30	45	56	4.03
2868	20-11-15	8-52	37	52	57	29	42	52	4.04
2869	20-11-15	8-58	34	51	56	28	42	52	4.03
2870	20-11-15	9-4	34	51	58	28	42	53	4.03
2871	20-11-15	9-9	31	48	56	26	40	51	4.03
2872	20-11-15	9-15	32	46	48	27	39	47	4.04
2873	20-11-15	9-20	33	46	51	27	39	49	4.03
2874	20-11-15	9-26	33	45	49	27	39	47	4.03
2875	20-11-15	9-31	32	48	57	27	40	52	4.03
2876	20-11-15	9-37	31	44	52	26	38	49	4.03
2877	20-11-15	9-42	33	48	53	27	40	50	4.03
2878	20-11-15	9-48	31	46	50	26	39	48	4.03
2879	20-11-15	9-53	29	47	51	25	40	49	4.03
2880	20-11-15	9-59	29	38	43	25	35	43	4.04
2881	20-11-15	10-4	27	41	44	24	36	44	4.03
2882	20-11-15	10-10	27	40	45	24	36	45	4.02
2883	20-11-15	10-15	29	42	45	25	37	45	4.03
2884	20-11-15	10-21	27	42	45	24	37	45	4.03
2885	20-11-15	10-27	30	46	49	26	39	47	4.03
2886	20-11-15	10-32	30	44	50	26	38	48	4.03
2887	20-11-15	10-38	29	40	45	25	36	45	4.03
2888	20-11-15	10-43	27	38	42	24	35	42	4.02
2889	20-11-15	10-49	25	38	41	23	35	41	4.03
2890	20-11-15	10-54	25	38	42	23	35	42	4.03
2891	20-11-15	11-0	22	36	39	21	33	39	4.03
2892	20-11-15	11-5	23	32	34	22	31	34	4.03
2893	20-11-15	11-11	22	33	35	21	32	35	4.03
2894	20-11-15	11-16	22	33	35	21	32	35	4.03
2895	20-11-15	11-22	22	32	34	21	31	34	4.03
2896	20-11-15	11-27	22	32	35	21	31	35	4.03
2897	20-11-15	11-33	22	30	32	21	30	32	4.02
2898	20-11-15	11-38	21	31	34	20	30	34	4.02
2899	20-11-15	11-44	21	29	30	20	29	30	4.03
2900	20-11-15	11-50	21	32	38	20	31	38	4.02
2901	20-11-15	11-55	20	28	31	20	28	31	4.02
2902	20-11-15	12-1	20	31	35	20	30	35	4.03
2903	20-11-15	12-6	22	32	34	21	31	34	4.00
2904	20-11-15	12-12	21	31	34	20	30	34	4.02
2905	20-11-15	12-17	20	29	30	20	29	30	4.02
2906	20-11-15	12-23	21	29	32	20	29	32	4.02
2907	20-11-15	12-28	21	29	34	20	29	34	4.02
2908	20-11-15	12-34	20	30	30	20	30	30	4.02
2909	20-11-15	12-39	22	31	34	21	30	34	4.02
2910	20-11-15	12-45	21	30	32	20	30	32	4.03
2911	20-11-15	12-50	21	31	32	20	30	32	4.02
2912	20-11-15	12-56	20	27	29	20	27	29	4.02
2913	20-11-15	13-1	20	28	30	20	28	30	4.02
2914	20-11-15	13-7	20	28	33	20	28	33	4.02
2915	20-11-15	13-12	20	29	30	20	29	30	4.01
2916	20-11-15	13-18	22	32	34	21	31	34	4.02
2917	20-11-15	13-24	20	27	29	20	27	29	4.01
2918	20-11-15	13-29	20	28	29	20	28	29	4.00
2919	20-11-15	13-35	20	27	28	20	27	28	4.02
2920	20-11-15	13-40	19	27	29	19	27	29	4.02
2921	20-11-15	13-46	20	27	29	20	27	29	4.02
2922	20-11-15	13-51	20	29	33	20	29	33	4.01
2923	20-11-15	13-57	19	26	27	19	26	27	4.01
2924	20-11-15	14-2	19	26	27	19	26	27	4.02
2925	20-11-15	14-8	18	26	27	18	26	27	4.02
2926	20-11-15	14-13	20	28	31	20	28	31	4.01
2927	20-11-15	14-19	19	26	26	19	26	26	4.01
2928	20-11-15	14-24	18	25	27	18	25	27	4.01
2929	20-11-15	14-30	18	25	28	18	25	28	4.01
2930	20-11-15	14-35	19	28	31	19	28	31	4.01
2931	20-11-15	14-41	18	25	28	18	25	28	4.01
2932	20-11-15	14-47	18	25	27	18	25	27	4.01
2933	20-11-15	14-52	17	24	26	17	24	26	4.01
2934	20-11-15	14-58	19	26	27	19	26	27	4.01
2935	20-11-15	15-3	18	26	26	18	26	26	4.00
2936	20-11-15	15-9	18	25	28	18	25	28	4.01
2937	20-11-15	15-14	18	24	26	18	24	26	4.01
2938	20-11-15	15-20	19	27	28	19	27	28	4.01
2939	20-11-15	15-25	18	24	27	18	24	27	4.01
