数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	Column1
0	20-11-04	7-39	5	9	10	5	9	10	4.21	
1	20-11-04	7-45	6	10	10	6	10	10	4.15	
2	20-11-04	7-50	6	8	10	6	8	10	4.16	
3	20-11-04	7-56	6	8	8	6	8	8	4.15	
4	20-11-04	8-1	7	12	12	7	12	12	4.15	
5	20-11-04	8-7	8	13	13	8	13	13	4.15	
6	20-11-04	8-12	8	12	12	8	12	12	4.15	
7	20-11-04	8-18	7	12	13	7	12	13	4.15	
8	20-11-04	8-24	9	16	16	9	16	16	4.14	
9	20-11-04	8-29	8	13	13	8	13	13	4.14	
10	20-11-04	8-35	8	13	14	8	13	14	4.14	
11	20-11-04	8-40	8	12	14	8	12	14	4.14	
12	20-11-04	8-46	8	13	13	8	13	13	4.14	
13	20-11-04	8-51	8	10	13	8	10	13	4.14	
14	20-11-04	8-57	8	12	13	8	12	13	4.13	
15	20-11-04	9-2	8	12	13	8	12	13	4.14	
16	20-11-04	9-8	9	14	15	9	14	15	4.14	
17	20-11-04	9-13	7	10	10	7	10	10	4.14	
18	20-11-04	9-19	8	12	12	8	12	12	4.13	
19	20-11-04	9-24	8	11	14	8	11	14	4.13	
20	20-11-04	9-30	5	10	10	5	10	10	4.13	
21	20-11-04	9-35	5	11	11	5	11	11	4.12	
22	20-11-04	9-41	8	13	14	8	13	14	4.13	
23	20-11-04	9-47	7	10	12	7	10	12	4.12	
24	20-11-04	9-52	6	10	12	6	10	12	4.13	
25	20-11-04	9-58	7	12	12	7	12	12	4.13	
26	20-11-04	10-3	16	24	26	16	24	26	4.12	
27	20-11-04	10-9	12	16	18	12	16	18	4.12	
28	20-11-04	10-14	9	15	16	9	15	16	4.12	
29	20-11-04	10-20	9	11	11	9	11	11	4.12	
30	20-11-04	10-25	7	10	10	7	10	10	4.11	
31	20-11-04	10-31	7	10	11	7	10	11	4.12	
32	20-11-04	10-36	7	9	11	7	9	11	4.12	
33	20-11-04	10-42	5	9	10	5	9	10	4.11	
34	20-11-04	10-47	5	8	10	5	8	10	4.11	
35	20-11-04	10-53	7	9	11	7	9	11	4.11	
36	20-11-04	10-58	7	10	10	7	10	10	4.11	
37	20-11-04	11-4	7	10	10	7	10	10	4.11	
38	20-11-04	11-9	7	10	12	7	10	12	4.1	
39	20-11-04	11-15	5	9	9	5	9	9	4.11	
40	20-11-04	11-21	7	9	9	7	9	9	4.11	
41	20-11-04	11-26	8	11	12	8	11	12	4.1	
42	20-11-04	11-32	7	10	10	7	10	10	4.1	
43	20-11-04	11-37	7	10	10	7	10	10	4.11	
44	20-11-04	11-43	7	11	11	7	11	11	4.1	
45	20-11-04	11-48	8	11	12	8	11	12	4.1	
46	20-11-04	11-54	7	11	11	7	11	11	4.08	
47	20-11-04	11-59	8	10	10	8	10	10	4.1	
48	20-11-04	12-5	8	10	11	8	10	11	4.1	
49	20-11-04	12-10	8	11	11	8	11	11	4.1	
50	20-11-04	12-16	6	11	11	6	11	11	4.09	
51	20-11-04	12-21	6	11	11	6	11	11	4.1	
52	20-11-04	12-27	6	11	12	6	11	12	4.09	
53	20-11-04	12-32	9	12	12	9	12	12	4.09	
54	20-11-04	12-38	7	9	11	7	9	11	4.09	
55	20-11-04	12-44	7	11	11	7	11	11	4.09	
56	20-11-04	12-49	7	9	9	7	9	9	4.09	
57	20-11-04	12-55	8	13	15	8	13	15	4.09	
58	20-11-04	13-0	6	10	10	6	10	10	4.09	
59	20-11-04	13-6	5	8	8	5	8	8	4.09	
60	20-11-04	13-11	5	7	8	5	7	8	4.08	
61	20-11-04	13-17	7	10	10	7	10	10	4.08	
62	20-11-04	13-22	6	10	11	6	10	11	4.09	
63	20-11-04	13-28	8	13	13	8	13	13	4.08	
64	20-11-04	13-33	8	12	13	8	12	13	4.08	
65	20-11-04	13-39	10	15	16	10	15	16	4.08	
66	20-11-04	13-44	10	15	16	10	15	16	4.08	
67	20-11-04	13-50	7	11	11	7	11	11	4.08	
68	20-11-04	13-55	11	13	15	11	13	15	4.08	
69	20-11-04	14-1	8	12	13	8	12	13	4.08	
70	20-11-04	14-7	8	14	14	8	14	14	4.08	
71	20-11-04	14-12	8	12	12	8	12	12	4.08	
72	20-11-04	14-18	8	12	14	8	12	14	4.08	
73	20-11-04	14-23	8	11	11	8	11	11	4.07	
74	20-11-04	14-29	8	12	14	8	12	14	4.07	
75	20-11-04	14-34	8	14	15	8	14	15	4.06	
76	20-11-04	14-40	8	12	13	8	12	13	4.07	
77	20-11-04	14-45	7	10	10	7	10	10	4.08	
78	20-11-04	14-51	6	10	10	6	10	10	4.07	
79	20-11-04	14-56	6	10	10	6	10	10	4.07	
80	20-11-04	15-2	7	11	11	7	11	11	4.07	
81	20-11-04	15-7	6	11	11	6	11	11	4.07	
82	20-11-04	15-13	6	8	8	6	8	8	4.07	
83	20-11-04	15-18	8	11	12	8	11	12	4.07	
84	20-11-04	15-24	6	8	8	6	8	8	4.07	
85	20-11-04	15-30	6	8	8	6	8	8	4.06	
86	20-11-04	15-35	6	8	8	6	8	8	4.06	
87	20-11-04	15-41	6	11	11	6	11	11	4.07	
88	20-11-04	15-46	6	8	8	6	8	8	4.06	
89	20-11-04	15-52	4	9	9	4	9	9	4.06	
90	20-11-04	15-57	6	11	11	6	11	11	4.06	
91	20-11-04	16-3	7	12	12	7	12	12	4.05	
92	20-11-04	16-8	6	8	8	6	8	8	4.06	
93	20-11-04	16-14	6	8	11	6	8	11	4.06	
94	20-11-04	16-19	6	8	11	6	8	11	4.06	
95	20-11-04	16-25	6	9	9	6	9	9	4.05	
96	20-11-04	16-30	7	9	11	7	9	11	4.06	
97	20-11-04	16-36	6	8	9	6	8	9	4.06	
98	20-11-04	16-41	4	9	9	4	9	9	4.06	
99	20-11-04	16-47	3	6	6	3	6	6	4.05	
100	20-11-04	16-53	5	8	8	5	8	8	4.05	
101	20-11-04	16-58	4	7	8	4	7	8	4.05	
102	20-11-04	17-4	3	5	5	3	5	5	4.05	
103	20-11-04	17-9	5	7	7	5	7	7	4.05	
104	20-11-04	17-15	3	5	7	3	5	7	4.05	
105	20-11-04	17-20	4	7	7	4	7	7	4.05	
106	20-11-04	17-26	4	7	8	4	7	8	4.05	
107	20-11-04	17-31	5	8	9	5	8	9	4.05	
108	20-11-04	17-37	4	8	8	4	8	8	4.05	
109	20-11-04	17-42	6	9	9	6	9	9	4.05	
110	20-11-04	17-48	4	7	7	4	7	7	4.05	
111	20-11-04	17-53	4	7	7	4	7	7	4.05	
112	20-11-04	17-59	4	8	9	4	8	9	4.05	
113	20-11-04	18-4	3	6	6	3	6	6	4.04	
114	20-11-04	18-10	4	7	8	4	7	8	4.04	
115	20-11-04	18-16	4	7	8	4	7	8	4.04	
116	20-11-04	18-21	4	7	8	4	7	8	4.05	
117	20-11-04	18-27	6	9	11	6	9	11	4.04	
118	20-11-04	18-32	4	8	9	4	8	9	4.04	
119	20-11-04	18-38	6	8	8	6	8	8	4.03	
120	20-11-04	18-43	4	8	8	4	8	8	4.04	
121	20-11-04	18-49	6	9	9	6	9	9	4.04	
122	20-11-04	18-54	6	6	6	6	6	6	4.04	
123	20-11-04	19-0	4	6	6	4	6	6	4.04	
124	20-11-04	19-5	6	8	8	6	8	8	4.04	
125	20-11-04	19-11	6	7	8	6	7	8	4.04	
126	20-11-04	19-16	4	8	8	4	8	8	4.04	
127	20-11-04	19-22	4	7	7	4	7	7	4.04	
128	20-11-04	19-27	6	9	9	6	9	9	4.04	
129	20-11-04	19-33	7	11	11	7	11	11	4.03	
130	20-11-04	19-39	6	12	16	6	12	16	4.02	
131	20-11-04	19-44	6	9	9	6	9	9	4.04	
132	20-11-04	19-50	8	11	11	8	11	11	4.03	
133	20-11-04	19-55	5	8	10	5	8	10	4.03	
134	20-11-04	20-1	7	11	13	7	11	13	4.03	
135	20-11-04	20-6	7	11	11	7	11	11	4.03	
136	20-11-04	20-12	5	10	10	5	10	10	4.03	
137	20-11-04	20-17	2	5	7	2	5	7	4.02	
138	20-11-04	20-23	4	5	8	4	5	8	4.03	
139	20-11-04	20-28	3	6	6	3	6	6	4.01	
140	20-11-04	20-34	5	7	7	5	7	7	4.02	
141	20-11-04	20-39	5	10	10	5	10	10	4.03	
142	20-11-04	20-45	3	6	7	3	6	7	4.03	
143	20-11-04	20-51	4	7	8	4	7	8	4.03	
144	20-11-04	20-56	6	8	9	6	8	9	4.02	
145	20-11-04	21-2	4	7	7	4	7	7	4.02	
146	20-11-04	21-7	4	8	8	4	8	8	4.02	
147	20-11-04	21-13	4	7	8	4	7	8	4.02	
148	20-11-04	21-18	6	9	9	6	9	9	4.02	
149	20-11-04	21-24	6	10	12	6	10	12	4.02	
150	20-11-04	21-29	4	8	8	4	8	8	4.02	
151	20-11-04	21-35	6	10	10	6	10	10	4.02	
152	20-11-04	21-40	6	9	9	6	9	9	4.02	
153	20-11-04	21-46	7	8	9	7	8	9	4.02	
154	20-11-04	21-51	6	10	10	6	10	10	4.02	
155	20-11-04	21-57	6	8	8	6	8	8	4.02	
156	20-11-04	22-2	6	9	10	6	9	10	4.02	
157	20-11-04	22-8	7	9	9	7	9	9	4.02	
158	20-11-04	22-14	6	9	10	6	9	10	4.02	
159	20-11-04	22-19	7	9	9	7	9	9	4.02	
160	20-11-04	22-25	8	13	13	8	13	13	4.02	
161	20-11-04	22-30	7	10	10	7	10	10	4.02	
162	20-11-04	22-36	7	10	10	7	10	10	4.02	
163	20-11-04	22-41	7	9	9	7	9	9	4.02	
164	20-11-04	22-47	7	9	9	7	9	9	4.02	
165	20-11-04	22-52	8	9	10	8	9	10	4.01	
166	20-11-04	22-58	9	12	14	9	12	14	4.01	
167	20-11-04	23-3	8	13	15	8	13	15	4.02	
168	20-11-04	23-9	7	9	9	7	9	9	4.02	
169	20-11-04	23-14	8	12	12	8	12	12	4.01	
170	20-11-04	23-20	7	14	14	7	14	14	4.02	
171	20-11-04	23-25	9	13	13	9	13	13	4.01	
172	20-11-04	23-31	8	11	12	8	11	12	4.01	
173	20-11-04	23-36	8	12	12	8	12	12	4.01	
174	20-11-04	23-42	9	14	15	9	14	15	4	
175	20-11-04	23-43	12	19	19	12	19	19	4.38	
176	20-11-04	23-48	9	11	14	9	11	14	4.26	
177	20-11-04	23-54	9	14	15	9	14	15	4.24	
178	20-11-04	23-59	10	16	16	10	16	16	4.21	
179	20-11-05	0-5	7	11	12	7	11	12	4.2	
180	20-11-05	0-10	7	11	12	7	11	12	4.19	
181	20-11-05	0-16	5	8	10	5	8	10	4.19	
182	20-11-05	0-22	4	8	8	4	8	8	4.19	
183	20-11-05	0-27	6	8	8	6	8	8	4.2	
184	20-11-05	0-33	7	9	9	7	9	9	4.19	
185	20-11-05	0-38	4	7	8	4	7	8	4.19	
186	20-11-05	0-44	6	8	9	6	8	9	4.19	
187	20-11-05	0-49	6	9	9	6	9	9	4.19	
188	20-11-05	0-55	6	8	10	6	8	10	4.2	
189	20-11-05	1-0	5	8	9	5	8	9	4.2	
190	20-11-05	1-6	7	9	10	7	9	10	4.2	
191	20-11-05	1-11	7	10	10	7	10	10	4.2	
192	20-11-05	1-17	5	9	10	5	9	10	4.2	
193	20-11-05	1-22	5	9	9	5	9	9	4.2	
194	20-11-05	1-28	7	9	10	7	9	10	4.2	
195	20-11-05	1-33	5	8	8	5	8	8	4.2	
196	20-11-05	1-39	7	9	9	7	9	9	4.19	
197	20-11-05	1-44	7	12	14	7	12	14	4.19	
198	20-11-05	1-50	7	9	9	7	9	9	4.19	
199	20-11-05	1-55	8	11	11	8	11	11	4.19	
200	20-11-05	2-1	8	10	10	8	10	10	4.19	
201	20-11-05	2-6	8	10	10	8	10	10	4.19	
202	20-11-05	2-12	8	12	14	8	12	14	4.19	
203	20-11-05	2-17	7	9	9	7	9	9	4.18	
204	20-11-05	2-23	5	8	8	5	8	8	4.18	
205	20-11-05	2-28	7	9	9	7	9	9	4.18	
206	20-11-05	2-34	7	10	10	7	10	10	4.18	
207	20-11-05	2-39	6	8	9	6	8	9	4.18	
208	20-11-05	2-45	8	10	12	8	10	12	4.18	
209	20-11-05	2-50	7	10	10	7	10	10	4.18	
210	20-11-05	2-56	8	10	10	8	10	10	4.18	
211	20-11-05	3-1	7	10	12	7	10	12	4.18	
212	20-11-05	3-7	8	10	10	8	10	10	4.18	
213	20-11-05	3-12	8	10	10	8	10	10	4.18	
214	20-11-05	3-18	8	12	12	8	12	12	4.18	
215	20-11-05	3-23	6	8	8	6	8	8	4.18	
216	20-11-05	3-29	7	10	12	7	10	12	4.18	
217	20-11-05	3-34	6	8	8	6	8	8	4.18	
218	20-11-05	3-40	7	9	10	7	9	10	4.18	
219	20-11-05	3-45	7	8	8	7	8	8	4.18	
220	20-11-05	3-51	7	9	9	7	9	9	4.18	
221	20-11-05	3-56	7	9	9	7	9	9	4.18	
222	20-11-05	4-2	4	8	11	4	8	11	4.18	
223	20-11-05	4-7	6	8	9	6	8	9	4.18	
224	20-11-05	4-13	6	8	8	6	8	8	4.18	
225	20-11-05	4-18	6	7	7	6	7	7	4.18	
226	20-11-05	4-24	6	11	12	6	11	12	4.18	
227	20-11-05	4-29	4	8	8	4	8	8	4.18	
228	20-11-05	4-35	6	9	11	6	9	11	4.18	
229	20-11-05	4-40	4	8	11	4	8	11	4.18	
230	20-11-05	4-46	4	8	8	4	8	8	4.18	
231	20-11-05	4-51	6	7	7	6	7	7	4.18	
232	20-11-05	4-57	4	7	11	4	7	11	4.18	
233	20-11-05	5-2	4	7	7	4	7	7	4.18	
234	20-11-05	5-8	6	7	7	6	7	7	4.18	
235	20-11-05	5-13	4	7	7	4	7	7	4.18	
236	20-11-05	5-19	6	9	9	6	9	9	4.18	
237	20-11-05	5-24	6	8	9	6	8	9	4.18	
238	20-11-05	5-30	4	7	8	4	7	8	4.18	
239	20-11-05	5-35	6	8	8	6	8	8	4.18	
240	20-11-05	5-41	6	8	8	6	8	8	4.18	
241	20-11-05	5-46	4	7	8	4	7	8	4.18	
242	20-11-05	5-52	3	7	8	3	7	8	4.18	
243	20-11-05	5-57	2	4	4	2	4	4	4.18	
244	20-11-05	6-3	4	7	9	4	7	9	4.18	
245	20-11-05	6-8	4	7	7	4	7	7	4.18	
246	20-11-05	6-14	6	8	8	6	8	8	4.18	
247	20-11-05	6-19	4	7	7	4	7	7	4.18	
248	20-11-05	6-25	4	7	7	4	7	7	4.18	
249	20-11-05	6-30	6	7	8	6	7	8	4.18	
250	20-11-05	6-36	6	7	7	6	7	7	4.18	
251	20-11-05	6-41	6	9	9	6	9	9	4.18	
252	20-11-05	6-47	4	8	8	4	8	8	4.18	
253	20-11-05	6-52	4	7	7	4	7	7	4.18	
254	20-11-05	6-58	6	8	9	6	8	9	4.18	
255	20-11-05	7-3	6	8	9	6	8	9	4.18	
256	20-11-05	7-9	7	9	11	7	9	11	4.18	
257	20-11-05	7-14	6	8	9	6	8	9	4.18	
258	20-11-05	7-20	4	8	8	4	8	8	4.18	
259	20-11-05	7-25	6	8	8	6	8	8	4.18	
260	20-11-05	7-31	6	8	8	6	8	8	4.18	
261	20-11-05	7-36	6	8	9	6	8	9	4.18	
262	20-11-05	7-42	6	8	9	6	8	9	4.18	
263	20-11-05	7-47	4	7	7	4	7	7	4.18	
264	20-11-05	7-53	7	10	12	7	10	12	4.15	
265	20-11-05	7-58	6	8	8	6	8	8	4.15	
266	20-11-05	8-4	6	9	11	6	9	11	4.15	
267	20-11-05	8-10	6	8	8	6	8	8	4.15	
268	20-11-05	8-15	6	8	9	6	8	9	4.15	
269	20-11-05	8-21	6	9	9	6	9	9	4.15	
270	20-11-05	8-26	6	9	10	6	9	10	4.15	
271	20-11-05	8-32	7	9	9	7	9	9	4.15	
272	20-11-05	8-37	7	10	11	7	10	11	4.13	
273	20-11-05	8-43	5	8	8	5	8	8	4.14	
274	20-11-05	8-48	8	10	11	8	10	11	4.14	
275	20-11-05	8-54	7	9	9	7	9	9	4.14	
276	20-11-05	8-59	7	10	10	7	10	10	4.14	
277	20-11-05	9-5	7	9	10	7	9	10	4.14	
278	20-11-05	9-10	5	9	9	5	9	9	4.13	
279	20-11-05	9-16	5	9	9	5	9	9	4.14	
280	20-11-05	9-21	5	10	10	5	10	10	4.14	
281	20-11-05	9-27	8	10	11	8	10	11	4.13	
282	20-11-05	9-33	5	8	9	5	8	9	4.13	
283	20-11-05	9-38	5	9	9	5	9	9	4.14	
284	20-11-05	9-44	5	9	9	5	9	9	4.13	
285	20-11-05	9-49	5	9	10	5	9	10	4.12	
286	20-11-05	9-55	5	8	8	5	8	8	4.12	
287	20-11-05	10-0	5	8	8	5	8	8	4.14	
288	20-11-05	10-6	4	5	5	4	5	5	4.14	
289	20-11-05	10-11	5	9	10	5	9	10	4.12	
290	20-11-05	10-17	6	7	9	6	7	9	4.12	
291	20-11-05	10-22	6	10	10	6	10	10	4.12	
292	20-11-05	10-28	5	9	11	5	9	11	4.12	
293	20-11-05	10-33	6	9	9	6	9	9	4.12	
294	20-11-05	10-39	7	10	10	7	10	10	4.12	
295	20-11-05	10-44	6	9	10	6	9	10	4.12	
296	20-11-05	10-50	5	6	7	5	6	7	4.11	
297	20-11-05	10-56	6	9	9	6	9	9	4.11	
298	20-11-05	11-1	6	9	10	6	9	10	4.11	
299	20-11-05	11-7	6	9	9	6	9	9	4.11	
300	20-11-05	11-12	6	9	9	6	9	9	4.11	
301	20-11-05	11-18	5	9	9	5	9	9	4.09	
302	20-11-05	11-23	7	10	10	7	10	10	4.11	
303	20-11-05	11-29	6	9	9	6	9	9	4.11	
304	20-11-05	11-34	7	11	12	7	11	12	4.1	
305	20-11-05	11-40	6	9	10	6	9	10	4.1	
306	20-11-05	11-45	7	12	12	7	12	12	4.1	
307	20-11-05	11-51	6	10	11	6	10	11	4.1	
308	20-11-05	11-56	7	10	11	7	10	11	4.1	
309	20-11-05	12-2	7	11	12	7	11	12	4.1	
310	20-11-05	12-7	7	12	15	7	12	15	4.1	
311	20-11-05	12-13	6	10	10	6	10	10	4.1	
312	20-11-05	12-18	7	10	10	7	10	10	4.09	
313	20-11-05	12-24	7	12	14	7	12	14	4.09	
314	20-11-05	12-30	7	10	11	7	10	11	4.1	
315	20-11-05	12-35	5	8	9	5	8	9	4.09	
316	20-11-05	12-41	5	9	10	5	9	10	4.09	
317	20-11-05	12-46	5	9	9	5	9	9	4.09	
318	20-11-05	12-52	8	13	13	8	13	13	4.09	
319	20-11-05	12-57	8	10	13	8	10	13	4.09	
320	20-11-05	13-3	7	9	10	7	9	10	4.09	
321	20-11-05	13-8	6	8	8	6	8	8	4.09	
322	20-11-05	13-14	7	11	12	7	11	12	4.08	
323	20-11-05	13-19	6	9	11	6	9	11	4.09	
324	20-11-05	13-25	7	11	12	7	11	12	4.08	
325	20-11-05	13-30	8	11	13	8	11	13	4.08	
326	20-11-05	13-36	7	11	11	7	11	11	4.08	
327	20-11-05	13-41	7	11	11	7	11	11	4.08	
328	20-11-05	13-47	7	10	10	7	10	10	4.08	
329	20-11-05	13-53	6	8	8	6	8	8	4.08	
330	20-11-05	13-58	7	10	11	7	10	11	4.09	
331	20-11-05	14-4	6	10	10	6	10	10	4.09	
332	20-11-05	14-9	7	10	13	7	10	13	4.08	
333	20-11-05	14-15	6	7	8	6	7	8	4.08	
334	20-11-05	14-20	7	11	11	7	11	11	4.08	
335	20-11-05	14-26	7	10	11	7	10	11	4.08	
336	20-11-05	14-31	6	8	8	6	8	8	4.07	
337	20-11-05	14-37	6	10	11	6	10	11	4.08	
338	20-11-05	14-42	7	8	8	7	8	8	4.07	
339	20-11-05	14-48	7	10	11	7	10	11	4.07	
340	20-11-05	14-53	6	8	8	6	8	8	4.07	
341	20-11-05	14-59	6	8	10	6	8	10	4.07	
342	20-11-05	15-4	6	8	8	6	8	8	4.07	
343	20-11-05	15-10	8	11	11	8	11	11	4.07	
344	20-11-05	15-15	6	10	10	6	10	10	4.07	
345	20-11-05	15-21	8	10	10	8	10	10	4.07	
346	20-11-05	15-27	10	12	12	10	12	12	4.06	
347	20-11-05	15-32	7	10	11	7	10	11	4.06	
348	20-11-05	15-38	7	10	10	7	10	10	4.06	
349	20-11-05	15-43	8	12	12	8	12	12	4.06	
350	20-11-05	15-49	8	11	11	8	11	11	4.06	
351	20-11-05	15-54	10	13	15	10	13	15	4.04	
352	20-11-05	16-0	8	11	12	8	11	12	4.06	
353	20-11-05	16-5	8	12	12	8	12	12	4.06	
354	20-11-05	16-11	7	11	11	7	11	11	4.06	
355	20-11-05	16-16	8	12	12	8	12	12	4.06	
356	20-11-05	16-22	8	12	13	8	12	13	4.06	
357	20-11-05	16-27	8	13	15	8	13	15	4.06	
358	20-11-05	16-33	7	10	10	7	10	10	4.06	
359	20-11-05	16-38	8	11	11	8	11	11	4.05	
360	20-11-05	16-44	8	11	12	8	11	12	4.06	
361	20-11-05	16-50	10	13	15	10	13	15	4.06	
362	20-11-05	16-55	10	12	12	10	12	12	4.05	
363	20-11-05	17-1	8	12	12	8	12	12	4.05	
364	20-11-05	17-6	10	13	13	10	13	13	4.05	
365	20-11-05	17-12	8	12	13	8	12	13	4.05	
366	20-11-05	17-17	10	12	12	10	12	12	4.05	
367	20-11-05	17-23	8	12	13	8	12	13	4.06	
368	20-11-05	17-28	10	12	12	10	12	12	4.06	
369	20-11-05	17-34	8	12	13	8	12	13	4.05	
370	20-11-05	17-39	8	11	11	8	11	11	4.05	
371	20-11-05	17-45	10	13	15	10	13	15	4.05	
372	20-11-05	17-50	8	12	12	8	12	12	4.05	
373	20-11-05	17-56	8	12	12	8	12	12	4.02	
374	20-11-05	18-1	10	13	15	10	13	15	4.04	
375	20-11-05	18-7	8	11	11	8	11	11	4.05	
376	20-11-05	18-13	10	12	13	10	12	13	4.04	
377	20-11-05	18-18	8	12	15	8	12	15	4.05	
378	20-11-05	18-24	8	11	11	8	11	11	4.02	
379	20-11-05	18-29	9	14	14	9	14	14	4.04	
380	20-11-05	18-35	8	11	11	8	11	11	4.04	
381	20-11-05	18-40	9	12	12	9	12	12	4.04	
382	20-11-05	18-46	8	11	11	8	11	11	4.03	
383	20-11-05	18-51	9	12	12	9	12	12	4.04	
384	20-11-05	18-57	11	14	14	11	14	14	4.04	
385	20-11-05	19-2	9	12	12	9	12	12	4.04	
386	20-11-05	19-8	11	14	16	11	14	16	4.05	
387	20-11-05	19-13	9	12	13	9	12	13	4.04	
388	20-11-05	19-19	9	13	14	9	13	14	4.04	
389	20-11-05	19-24	11	16	16	11	16	16	4.03	
390	20-11-05	19-30	11	15	15	11	15	15	4.04	
391	20-11-05	19-36	12	18	20	12	18	20	4.04	
392	20-11-05	19-41	12	18	20	12	18	20	4.05	
393	20-11-05	19-47	15	20	21	15	20	21	4.03	
394	20-11-05	19-52	15	19	20	15	19	20	4.03	
395	20-11-05	19-58	13	18	18	13	18	18	4.01	
396	20-11-05	20-3	18	23	23	18	23	23	4.03	
397	20-11-05	20-9	17	25	26	17	25	26	4.03	
398	20-11-05	20-14	15	19	19	15	19	19	4.01	
399	20-11-05	20-20	10	16	17	10	16	17	4.03	
400	20-11-05	20-25	11	17	17	11	17	17	4.03	
401	20-11-05	20-31	10	12	14	10	12	14	4.02	
402	20-11-05	20-36	10	14	15	10	14	15	4.03	
403	20-11-05	20-42	12	16	16	12	16	16	4.03	
404	20-11-05	20-47	11	14	15	11	14	15	4.03	
405	20-11-05	20-53	11	15	16	11	15	16	4.03	
406	20-11-05	20-59	13	16	17	13	16	17	4.03	
407	20-11-05	21-4	12	15	15	12	15	15	4.02	
408	20-11-05	21-10	11	15	16	11	15	16	4.03	
409	20-11-05	21-15	13	18	18	13	18	18	4	
410	20-11-05	21-21	11	15	15	11	15	15	4.03	
411	20-11-05	21-26	11	16	17	11	16	17	4.02	
412	20-11-05	21-32	11	16	16	11	16	16	4.02	
413	20-11-05	21-37	12	16	17	12	16	17	4.02	
414	20-11-05	21-43	11	16	16	11	16	16	4.02	
415	20-11-05	21-48	11	16	16	11	16	16	4.01	
416	20-11-05	21-54	9	13	16	9	13	16	4.02	
417	20-11-05	21-59	11	16	17	11	16	17	4.02	
418	20-11-05	22-5	13	18	18	13	18	18	4.02	
419	20-11-05	22-10	11	15	15	11	15	15	4.02	
420	20-11-05	22-16	11	14	15	11	14	15	4.02	
421	20-11-05	22-21	9	14	14	9	14	14	4.01	
422	20-11-05	22-27	8	12	12	8	12	12	4.02	
423	20-11-05	22-33	9	13	13	9	13	13	4.02	
424	20-11-05	22-38	8	12	12	8	12	12	4.02	
425	20-11-05	22-44	9	13	13	9	13	13	4.01	
426	20-11-05	22-49	10	15	16	10	15	16	4.01	
427	20-11-05	22-55	12	16	18	12	16	18	4.02	
428	20-11-05	23-0	10	15	16	10	15	16	4.03	
429	20-11-05	23-6	10	15	18	10	15	18	4.02	
430	20-11-05	23-11	13	19	19	13	19	19	4.01	
431	20-11-05	23-17	12	16	16	12	16	16	4.02	
432	20-11-05	23-22	9	14	14	9	14	14	4.01	
433	20-11-05	23-28	12	16	18	12	16	18	4.02	
434	20-11-05	23-33	9	13	15	9	13	15	4.01	
435	20-11-05	23-35	9	13	13	9	13	13	4.17	
436	20-11-05	23-41	8	13	13	8	13	13	4.16	
437	20-11-05	23-46	6	9	12	6	9	12	4.17	
438	20-11-05	23-52	9	14	14	9	14	14	4.17	
439	20-11-05	23-57	9	14	15	9	14	15	4.17	
440	20-11-06	0-3	7	10	10	7	10	10	4.18	
441	20-11-06	0-8	8	14	15	8	14	15	4.18	
442	20-11-06	0-14	7	10	11	7	10	11	4.18	
443	20-11-06	0-19	9	11	13	9	11	13	4.18	
444	20-11-06	0-25	10	14	15	10	14	15	4.19	
445	20-11-06	0-30	10	14	15	10	14	15	4.19	
446	20-11-06	0-36	9	15	17	9	15	17	4.19	
447	20-11-06	0-41	11	14	14	11	14	14	4.19	
448	20-11-06	0-47	11	15	16	11	15	16	4.19	
449	20-11-06	0-52	11	16	16	11	16	16	4.2	
450	20-11-06	0-58	7	11	11	7	11	11	4.2	
451	20-11-06	1-3	11	17	17	11	17	17	4.2	
452	20-11-06	1-9	11	16	16	11	16	16	4.2	
453	20-11-06	1-14	11	16	16	11	16	16	4.2	
454	20-11-06	1-20	12	18	18	12	18	18	4.2	
455	20-11-06	1-25	12	20	21	12	20	21	4.2	
456	20-11-06	1-31	14	18	22	14	18	22	4.19	
457	20-11-06	1-36	12	18	21	12	18	21	4.19	
458	20-11-06	1-42	14	18	18	14	18	18	4.19	
459	20-11-06	1-47	14	20	20	14	20	20	4.19	
460	20-11-06	1-53	15	21	22	15	21	22	4.19	
461	20-11-06	1-58	11	15	16	11	15	16	4.19	
462	20-11-06	2-4	14	20	20	14	20	20	4.19	
463	20-11-06	2-9	14	20	21	14	20	21	4.19	
464	20-11-06	2-15	13	16	17	13	16	17	4.19	
465	20-11-06	2-20	14	19	19	14	19	19	4.19	
466	20-11-06	2-26	14	20	21	14	20	21	4.19	
467	20-11-06	2-31	13	16	18	13	16	18	4.19	
468	20-11-06	2-37	14	20	21	14	20	21	4.19	
469	20-11-06	2-42	12	18	19	12	18	19	4.19	
470	20-11-06	2-48	13	19	19	13	19	19	4.19	
471	20-11-06	2-53	15	23	24	15	23	24	4.19	
472	20-11-06	2-59	13	16	16	13	16	16	4.19	
473	20-11-06	3-4	15	20	20	15	20	20	4.19	
474	20-11-06	3-10	14	21	23	14	21	23	4.19	
475	20-11-06	3-15	14	23	23	14	23	23	4.19	
476	20-11-06	3-21	14	18	19	14	18	19	4.18	
477	20-11-06	3-26	14	19	21	14	19	21	4.19	
478	20-11-06	3-32	14	20	23	14	20	23	4.18	
479	20-11-06	3-37	15	21	24	15	21	24	4.19	
