empty	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
	2020/11/15	2-18	43	67	72	36	56	68	4.15
	2020/11/15	2-23	42	65	75	36	56	70	4.15
	2020/11/15	2-29	42	67	77	36	56	71	4.15
	2020/11/15	2-34	43	64	74	36	54	70	4.15
	2020/11/15	2-40	40	63	77	35	54	71	4.15
	2020/11/15	2-45	39	65	72	33	56	68	4.15
	2020/11/15	2-51	42	63	68	36	54	65	4.15
	2020/11/15	2-56	42	65	74	36	56	70	4.15
	2020/11/15	3-2	40	63	71	35	54	68	4.15
	2020/11/15	3-7	44	68	82	37	57	74	4.15
	2020/11/15	3-13	42	67	76	36	56	70	4.15
	2020/11/15	3-18	40	63	70	35	54	67	4.15
	2020/11/15	3-24	42	58	64	36	51	63	4.15
	2020/11/15	3-29	43	63	68	36	54	65	4.15
	2020/11/15	3-35	40	63	71	35	54	68	4.15
	2020/11/15	3-40	40	61	64	35	53	63	4.15
	2020/11/15	3-46	37	64	77	33	54	71	4.15
	2020/11/15	3-51	44	68	75	37	57	70	4.15
	2020/11/15	3-57	40	64	68	35	54	65	4.15
	2020/11/15	4-2	42	65	77	36	56	71	4.15
	2020/11/15	4-8	40	63	74	35	54	70	4.15
	2020/11/15	4-13	44	67	73	37	56	68	4.15
	2020/11/15	4-19	44	64	72	37	54	68	4.15
	2020/11/15	4-24	40	65	78	35	56	73	4.15
	2020/11/15	4-30	39	61	73	33	53	68	4.15
	2020/11/15	4-35	44	67	74	37	56	70	4.15
	2020/11/15	4-41	42	61	73	36	53	68	4.15
	2020/11/15	4-46	44	67	77	37	56	71	4.15
	2020/11/15	4-52	46	68	81	37	57	74	4.15
	2020/11/15	4-57	43	64	74	36	55	70	4.15
	2020/11/15	5-3	46	70	85	37	57	77	4.15
	2020/11/15	5-8	43	66	71	36	56	69	4.15
	2020/11/15	5-14	44	65	72	37	56	68	4.15
	2020/11/15	5-19	50	80	88	39	62	79	4.15
	2020/11/15	5-25	44	67	73	37	56	68	4.15
	2020/11/15	5-30	46	73	80	37	58	73	4.15
	2020/11/15	5-36	44	70	75	37	57	70	4.15
	2020/11/15	5-41	43	65	74	36	56	70	4.15
	2020/11/15	5-47	49	70	83	39	57	74	4.15
	2020/11/15	5-52	47	74	82	39	60	74	4.15
	2020/11/15	5-58	46	70	96	37	57	82	4.15
	2020/11/15	6-3	44	68	85	37	57	77	4.15
	2020/11/15	6-9	46	67	77	37	56	71	4.15
	2020/11/15	6-14	42	65	74	36	56	70	4.15
	2020/11/15	6-20	50	71	75	39	58	70	4.15
	2020/11/15	6-25	47	73	88	39	58	78	4.15
	2020/11/15	6-31	46	74	81	37	60	74	4.15
	2020/11/15	6-36	47	73	77	39	58	71	4.15
	2020/11/15	6-42	46	68	70	37	57	67	4.15
	2020/11/15	6-47	47	74	83	39	60	74	4.15
	2020/11/15	6-53	47	71	74	39	58	70	4.15
	2020/11/15	6-58	46	71	82	37	58	74	4.15
	2020/11/15	7-4	44	70	82	37	57	74	4.15
	2020/11/15	7-9	46	68	74	37	57	70	4.15
	2020/11/15	7-15	42	61	70	36	53	67	4.15
	2020/11/15	7-20	40	61	65	35	53	64	4.15
	2020/11/15	7-26	47	71	81	39	58	74	4.15
	2020/11/15	7-31	45	70	78	38	57	73	4.15
	2020/11/15	7-37	44	64	74	37	54	70	4.15
	2020/11/15	7-42	47	74	87	39	60	77	4.15
	2020/11/15	7-48	44	64	73	37	54	68	4.15
	2020/11/15	7-53	44	65	75	37	56	70	4.15
	2020/11/15	7-59	43	67	74	36	56	70	4.15
	2020/11/15	8-4	39	60	67	33	53	65	4.15
	2020/11/15	8-10	43	63	77	36	54	71	4.15
	2020/11/15	8-15	40	63	70	35	55	67	4.15
	2020/11/15	8-21	38	57	66	33	50	64	4.15
	2020/11/15	8-26	39	62	66	33	53	64	4.15
	2020/11/15	8-32	40	60	67	35	53	66	4.15
	2020/11/15	8-37	37	58	61	33	51	61	4.15
	2020/11/15	8-43	33	54	64	30	49	63	4.15
	2020/11/15	8-48	38	57	62	33	50	62	4.15
	2020/11/15	8-54	29	44	60	28	43	60	4.15
	2020/11/15	8-59	30	50	57	29	46	57	4.15
	2020/11/15	9-5	29	46	51	28	44	51	4.15
	2020/11/15	9-10	33	47	54	30	45	54	4.15
	2020/11/15	9-16	28	46	53	28	44	53	4.15
	2020/11/15	9-21	28	46	51	28	44	51	4.15
	2020/11/15	9-27	30	42	50	29	42	50	4.15
	2020/11/15	9-32	29	44	46	28	43	46	4.15
	2020/11/15	9-38	28	39	43	28	39	43	4.15
	2020/11/15	9-43	29	44	47	28	43	47	4.15
	2020/11/15	9-49	28	44	53	28	43	53	4.15
	2020/11/15	9-54	25	37	44	25	37	44	4.15
	2020/11/15	10-0	28	42	53	28	42	53	4.15
	2020/11/15	10-5	28	43	53	28	42	53	4.15
	2020/11/15	10-11	22	35	48	22	35	48	4.15
	2020/11/15	10-16	23	35	37	23	35	37	4.15
	2020/11/15	10-22	24	37	38	24	37	38	4.15
	2020/11/15	10-27	25	39	42	25	39	42	4.15
	2020/11/15	10-33	23	37	37	23	37	37	4.15
	2020/11/15	10-38	23	36	39	23	36	39	4.15
	2020/11/15	10-44	22	30	40	22	30	40	4.15
	2020/11/15	10-49	22	30	35	22	30	35	4.15
	2020/11/15	10-55	18	28	33	18	28	33	4.15
	2020/11/15	11-0	21	30	36	21	30	36	4.15
	2020/11/15	11-6	19	29	30	19	29	30	4.15
	2020/11/15	11-11	18	29	32	18	29	32	4.15
	2020/11/15	11-17	21	33	39	21	33	39	4.15
	2020/11/15	11-22	19	33	40	19	33	40	4.15
	2020/11/15	11-28	21	32	35	21	32	35	4.15
	2020/11/15	11-33	18	25	28	18	25	28	4.15
	2020/11/15	11-39	18	29	33	18	29	33	4.15
	2020/11/15	11-44	19	26	30	19	26	30	4.15
	2020/11/15	11-50	18	26	30	18	26	30	4.15
	2020/11/15	11-56	21	29	32	21	29	32	4.15
	2020/11/15	12-1	19	29	35	19	29	35	4.15
	2020/11/15	12-7	19	26	29	19	26	29	4.15
	2020/11/15	12-12	19	28	30	19	28	30	4.15
	2020/11/15	12-18	18	26	28	18	26	28	4.15
	2020/11/15	12-23	18	29	30	18	29	30	4.15
	2020/11/15	12-29	18	27	30	18	27	30	4.15
	2020/11/15	12-34	14	21	22	14	21	22	4.15
	2020/11/15	12-40	19	28	29	19	28	29	4.15
	2020/11/15	12-45	18	26	29	18	26	29	4.15
	2020/11/15	12-51	19	26	29	19	26	29	4.15
	2020/11/15	12-56	19	26	29	19	26	29	4.15
	2020/11/15	2-13	16	26	29	16	26	29	4.15
	2020/11/15	7-13	19	28	29	19	28	29	4.15
	2020/11/15	13-13	16	28	29	16	28	29	4.15
	2020/11/15	13-18	18	26	29	18	26	29	4.15
	2020/11/15	13-24	18	28	30	18	28	30	4.15
	2020/11/15	13-29	19	25	28	19	25	28	4.15
	2020/11/15	13-35	16	21	23	16	21	23	4.15
	2020/11/15	13-40	19	28	30	19	28	30	4.15
	2020/11/15	13-46	18	32	33	18	32	33	4.15
	2020/11/15	13-51	18	28	30	18	28	30	4.15
	2020/11/15	13-57	16	25	29	16	25	29	4.15
	2020/11/15	2-14	19	29	33	19	29	33	4.15
	2020/11/15	8-14	15	23	25	15	23	25	4.15
	2020/11/15	14-13	16	23	29	16	23	29	4.15
	2020/11/15	14-19	16	25	26	16	25	26	4.15
	2020/11/15	14-24	16	23	25	16	23	25	4.15
	2020/11/15	14-30	16	26	27	16	26	27	4.15
	2020/11/15	14-35	15	23	26	15	23	26	4.15
	2020/11/15	14-41	16	25	26	16	25	26	4.15
	2020/11/15	14-46	18	27	30	18	27	30	4.15
	2020/11/15	14-52	18	25	25	18	25	25	4.15
	2020/11/15	14-57	16	26	27	16	26	27	4.15
	2020/11/15	3-15	16	25	26	16	25	26	4.15
	2020/11/15	8-15	18	26	29	18	26	29	4.15
	2020/11/15	15-14	15	23	26	15	23	26	4.15
	2020/11/15	15-19	18	27	29	18	27	29	4.15
	2020/11/15	15-25	16	22	26	16	22	26	4.15
	2020/11/15	15-30	19	26	29	19	26	29	4.15
	2020/11/15	15-36	16	23	26	16	23	26	4.15
	2020/11/15	15-41	16	26	30	16	26	30	4.15
	2020/11/15	15-47	18	25	27	18	25	27	4.15
	2020/11/15	15-52	18	26	30	18	26	30	4.15
	2020/11/15	15-58	19	29	31	19	29	31	4.15
	2020/11/15	3-16	18	27	29	18	27	29	4.15
	2020/11/15	9-16	16	25	27	16	25	27	4.15
	2020/11/15	16-14	16	23	24	16	23	24	4.15
	2020/11/15	16-20	15	24	27	15	24	27	4.15
	2020/11/15	16-25	18	27	30	18	27	30	4.15
	2020/11/15	16-31	18	25	27	18	25	27	4.15
	2020/11/15	16-36	19	27	30	19	27	30	4.15
	2020/11/15	16-42	16	24	27	16	24	27	4.15
	2020/11/15	16-47	16	25	27	16	25	27	4.15
	2020/11/15	16-53	16	23	23	16	23	23	4.15
	2020/11/15	16-58	16	26	32	16	26	32	4.15
	2020/11/15	4-17	15	23	29	15	23	29	4.15
	2020/11/15	9-17	16	25	29	16	25	29	4.15
	2020/11/15	17-15	18	29	34	18	29	34	4.15
	2020/11/15	17-20	19	28	30	19	28	30	4.15
	2020/11/15	17-26	16	27	27	16	27	27	4.15
	2020/11/15	17-31	18	27	30	18	27	30	4.15
	2020/11/15	17-37	18	26	30	18	26	30	4.15
	2020/11/15	17-42	16	26	27	16	26	27	4.15
	2020/11/15	17-48	15	23	25	15	23	25	4.15
	2020/11/15	17-53	18	26	33	18	26	33	4.15
	2020/11/15	17-59	18	27	33	18	27	33	4.15
	2020/11/15	4-18	19	26	27	19	26	27	4.15
	2020/11/15	10-18	19	26	27	19	26	27	4.15
	2020/11/15	18-15	19	30	30	19	30	30	4.15
	2020/11/15	18-21	16	24	27	16	24	27	4.15
	2020/11/15	18-26	18	25	30	18	25	30	4.15
	2020/11/15	18-32	18	30	34	18	30	34	4.15
	2020/11/15	18-37	18	27	34	18	27	34	4.15
	2020/11/15	18-43	19	29	34	19	29	34	4.15
	2020/11/15	18-48	19	29	31	19	29	31	4.15
	2020/11/15	18-54	22	34	40	22	34	40	4.15
	2020/11/15	18-59	20	33	38	20	33	38	4.15
	2020/11/15	5-19	23	34	38	23	34	38	4.15
	2020/11/15	10-19	19	33	38	19	33	38	4.15
	2020/11/15	19-16	20	31	37	20	31	37	4.15
	2020/11/15	19-21	19	31	34	19	31	34	4.15
	2020/11/15	19-27	22	33	40	22	33	40	4.15
	2020/11/15	19-32	22	34	36	22	34	36	4.15
	2020/11/15	19-38	23	36	38	23	36	38	4.15
	2020/11/15	19-43	20	30	33	20	30	33	4.15
	2020/11/15	19-49	23	36	38	23	36	38	4.15
	2020/11/15	19-54	19	27	29	19	27	29	4.15
	2020/11/15	20-0	24	38	45	24	38	45	4.15
	2020/11/15	5-20	23	38	48	23	38	48	4.15
	2020/11/15	11-20	20	36	41	20	36	41	4.15
	2020/11/15	20-16	23	34	41	23	34	41	4.15
	2020/11/15	20-22	22	33	37	22	33	37	4.15
	2020/11/15	20-27	23	33	36	23	33	36	4.15
	2020/11/15	20-33	22	34	42	22	34	42	4.15
	2020/11/15	20-38	24	37	45	24	37	45	4.15
	2020/11/15	20-44	23	34	44	23	34	44	4.15
	2020/11/15	20-49	23	34	34	23	34	34	4.15
	2020/11/15	20-55	24	38	44	24	38	44	4.15
	2020/11/15	21-0	23	37	41	23	37	41	4.15
	2020/11/15	6-21	24	37	45	24	37	45	4.15
	2020/11/15	11-21	23	36	42	23	36	42	4.15
	2020/11/15	21-17	24	37	42	26	37	42	4.15
	2020/11/15	21-22	27	41	48	27	41	48	4.15
	2020/11/15	21-28	23	38	41	23	38	41	4.15
	2020/11/15	21-33	27	40	42	27	40	42	4.15
	2020/11/15	21-39	24	37	44	24	37	44	4.15
	2020/11/15	21-44	24	38	44	24	38	44	4.15
	2020/11/15	21-50	23	38	41	23	38	41	4.15
	2020/11/15	21-55	26	42	48	26	41	48	4.15
	2020/11/15	1-22	22	37	43	22	37	43	4.15
	2020/11/15	6-22	23	41	52	23	41	52	4.15
	2020/11/15	12-22	26	40	41	26	40	41	4.15
	2020/11/15	22-17	26	40	47	26	40	47	4.15
	2020/11/15	22-23	27	39	43	27	39	43	4.15
	2020/11/15	22-28	26	41	46	26	41	46	4.15
	2020/11/15	22-34	27	43	47	27	41	47	4.15
	2020/11/15	22-39	23	36	38	23	36	38	4.15
	2020/11/15	22-45	27	44	49	27	42	49	4.15
	2020/11/15	22-50	26	46	55	26	44	55	4.15
	2020/11/15	22-56	24	41	48	24	41	48	4.15
	2020/11/15	1-23	27	41	42	27	41	42	4.15
	2020/11/15	7-23	28	42	47	27	41	47	4.15
	2020/11/15	12-23	24	42	50	24	41	50	4.15
	2020/11/15	23-18	26	41	47	26	41	47	4.15
	2020/11/15	23-23	28	45	49	27	43	49	4.15
	2020/11/15	23-29	30	45	53	28	44	53	4.15
	2020/11/15	23-34	23	40	42	23	40	42	4.15
	2020/11/15	23-40	26	42	44	26	41	44	4.15
	2020/11/15	23-45	24	41	46	24	41	46	4.15
	2020/11/15	23-51	26	37	39	26	37	39	4.15
	2020/11/15	23-56	26	41	45	26	41	45	4.14
	2020/11/16	0-2	24	45	49	24	43	49	4.15
	2020/11/16	0-7	26	41	49	26	41	49	4.15
	2020/11/16	0-13	26	39	41	26	39	41	4.15
	2020/11/16	0-19	24	38	46	24	38	46	4.15
	2020/11/16	0-24	23	36	41	23	36	41	4.15
	2020/11/16	0-30	26	42	52	26	41	52	4.15
	2020/11/16	0-35	25	37	42	25	37	42	4.12
	2020/11/16	0-41	23	41	45	23	39	45	4.12
	2020/11/16	0-46	29	42	54	27	41	54	4.09
	2020/11/16	0-52	29	43	45	27	42	45	4.11
	2020/11/16	0-57	29	44	50	28	42	50	4.11
	2020/11/16	1-3	25	38	45	25	38	45	4.09
	2020/11/16	1-8	28	42	44	26	41	44	4.11
	2020/11/16	1-14	24	38	42	24	38	42	4.1
	2020/11/16	1-19	25	40	45	25	40	45	4.11
	2020/11/16	1-25	25	40	47	25	40	47	4.1
	2020/11/16	1-30	24	39	43	24	39	43	4.1
	2020/11/16	1-36	25	41	48	25	40	48	4.1
	2020/11/16	1-41	24	36	44	24	36	44	4.1
	2020/11/16	1-47	24	40	53	24	40	53	4.1
	2020/11/16	1-52	27	37	44	27	37	44	4.1
	2020/11/16	1-58	25	41	47	25	40	47	4.1
	2020/11/16	2-4	23	36	44	23	36	44	4.1
	2020/11/16	2-9	27	42	47	27	40	47	4.09
	2020/11/16	2-15	25	42	46	25	40	46	4.09
	2020/11/16	2-20	24	37	39	24	37	39	4.09
	2020/11/16	2-26	24	36	52	24	36	52	4.09
	2020/11/16	2-31	25	46	51	25	43	51	4.09
	2020/11/16	2-37	23	37	42	23	37	42	4.09
	2020/11/16	2-42	23	36	40	23	36	40	4.09
	2020/11/16	2-48	21	33	46	21	33	46	4.08
	2020/11/16	2-53	27	37	46	27	37	46	4.09
	2020/11/16	2-59	21	35	39	21	35	39	4.09
	2020/11/16	3-4	24	36	39	24	36	39	4.05
	2020/11/16	3-10	21	36	40	21	36	40	4.07
	2020/11/16	3-15	21	36	40	21	36	40	4.08
	2020/11/16	3-21	23	35	40	23	35	40	4.08
	2020/11/16	3-26	23	37	40	23	37	40	4.08
	2020/11/16	3-32	20	32	37	20	32	37	4.08
	2020/11/16	3-38	23	37	43	23	37	43	4.08
	2020/11/16	3-43	20	33	42	20	33	42	4.08
	2020/11/16	3-49	23	38	44	23	38	44	4.07
	2020/11/16	3-54	21	36	42	21	36	42	4.08
	2020/11/16	4-0	21	36	39	21	36	39	4.08
	2020/11/16	4-5	23	33	40	23	33	40	4.07
	2020/11/16	4-11	24	40	43	24	40	43	4.07
	2020/11/16	4-16	21	35	39	21	35	39	4.07
	2020/11/16	4-22	21	37	41	21	37	41	4.07
	2020/11/16	4-27	21	36	42	21	36	42	4.07
	2020/11/16	4-33	25	35	39	25	35	39	4.07
	2020/11/16	4-38	23	33	38	23	33	38	4.06
	2020/11/16	4-44	21	36	42	21	36	42	4.06
	2020/11/16	4-49	23	32	42	23	32	42	4.06
	2020/11/16	4-55	21	35	42	21	35	42	4.06
	2020/11/16	5-1	21	31	33	21	31	33	4.06
	2020/11/16	5-6	23	33	36	23	33	36	4.06
	2020/11/16	5-12	20	32	32	20	32	32	4.06
	2020/11/16	5-17	20	33	38	20	33	38	4.06
	2020/11/16	5-23	19	31	34	19	31	34	4.06
	2020/11/16	5-28	20	32	36	20	32	36	4.06
	2020/11/16	5-34	21	32	33	21	32	33	4.06
	2020/11/16	5-39	20	31	33	20	31	33	4.06
	2020/11/16	5-45	20	29	29	20	29	29	4.06
	2020/11/16	5-50	19	31	32	19	31	32	4.05
	2020/11/16	5-56	21	32	36	21	32	36	4.07
	2020/11/16	6-1	20	31	31	20	31	31	4.05
	2020/11/16	6-7	17	29	33	17	29	33	4.05
	2020/11/16	6-12	21	35	42	21	35	42	4.05
	2020/11/16	6-18	17	29	31	17	29	31	4.05
	2020/11/16	6-23	17	28	29	17	28	29	4.05
	2020/11/16	6-29	17	27	29	17	27	29	4.05
	2020/11/16	6-35	21	31	35	21	31	35	4.04
	2020/11/16	6-40	21	32	36	21	32	36	4.05
	2020/11/16	6-46	23	33	38	23	33	38	4.05
	2020/11/16	6-51	21	29	31	21	29	31	4.04
	2020/11/16	6-57	20	33	39	20	33	39	4.05
	2020/11/16	7-2	19	29	33	19	29	33	4.04
	2020/11/16	7-8	20	28	35	20	28	35	4.03
	2020/11/16	7-13	20	28	29	20	28	29	4.04
	2020/11/16	7-19	20	33	36	20	33	36	4.04
	2020/11/16	7-24	20	31	38	20	31	38	4.04
	2020/11/16	7-30	20	31	35	20	31	35	4.04
	2020/11/16	7-35	24	39	42	24	39	42	4.04
	2020/11/16	7-41	21	34	38	21	34	38	4.04
	2020/11/16	7-46	20	28	34	20	28	34	4.04
	2020/11/16	7-52	20	34	40	20	34	40	4.04
	2020/11/16	7-58	20	38	42	20	38	42	4.04
	2020/11/16	8-3	19	31	36	19	31	36	4.03
	2020/11/16	8-9	21	34	35	21	34	35	4.04
	2020/11/16	8-14	16	25	25	16	25	25	4.04
	2020/11/16	8-20	19	31	35	19	31	35	4.05
	2020/11/16	8-25	20	28	32	20	28	32	4.03
	2020/11/16	8-31	23	32	35	23	32	35	4.03
	2020/11/16	8-36	19	32	34	19	32	34	4.03
	2020/11/16	8-42	20	32	36	20	32	36	4.03
	2020/11/16	8-47	22	34	40	22	34	40	4.02
	2020/11/16	8-53	21	32	34	21	32	34	4.03
	2020/11/16	8-58	23	36	40	23	36	40	4.03
	2020/11/16	9-4	20	33	43	20	33	43	4.02
	2020/11/16	9-9	23	36	42	23	36	42	4
	2020/11/16	9-12	22	35	36	22	35	36	4.33
	2020/11/16	9-18	21	31	36	21	31	36	4.31
	2020/11/16	9-23	20	32	35	20	32	35	4.34
	2020/11/16	9-29	20	32	35	20	32	35	4.31
	2020/11/16	9-34	20	29	30	20	29	30	4.26
	2020/11/16	9-40	19	30	32	19	30	32	4.17
	2020/11/16	9-45	18	30	43	18	30	43	4.17
	2020/11/16	9-51	22	30	34	22	30	34	4.17
	2020/11/16	9-56	19	30	44	19	30	44	4.17
	2020/11/16	10-2	23	33	35	23	33	35	4.17
	2020/11/16	10-7	20	33	37	20	33	37	4.17
	2020/11/16	10-13	23	31	34	23	31	34	4.18
	2020/11/16	10-18	20	31	32	20	31	32	4.18
	2020/11/16	10-24	20	35	41	20	35	41	4.18
	2020/11/16	10-29	20	30	32	20	30	32	4.18
	2020/11/16	10-35	21	32	36	21	32	36	4.17
	2020/11/16	10-40	20	33	33	20	33	33	4.17
	2020/11/16	10-46	17	28	28	17	28	28	4.16
	2020/11/16	10-51	20	29	36	20	29	36	4.16
	2020/11/16	10-57	21	32	38	21	32	38	4.16
	2020/11/16	11-2	21	32	38	21	32	38	4.16
	2020/11/16	11-8	23	34	38	23	34	38	4.16
	2020/11/16	11-13	19	31	34	19	31	34	4.16
	2020/11/16	11-19	21	34	35	21	34	35	4.16
	2020/11/16	11-24	20	31	38	20	31	38	4.16
	2020/11/16	11-30	21	34	35	21	34	35	4.16
	2020/11/16	11-35	17	26	30	17	26	30	4.16
	2020/11/16	11-41	21	29	39	21	29	39	4.16
	2020/11/16	11-46	19	33	35	19	33	35	4.16
	2020/11/16	11-52	17	28	33	17	28	33	4.16
	2020/11/16	11-57	22	30	31	22	30	31	4.16
	2020/11/16	12-3	20	31	37	20	31	37	4.16
	2020/11/16	12-8	22	35	42	22	35	42	4.16
	2020/11/16	12-14	19	33	35	19	33	35	4.16
	2020/11/16	12-19	20	33	34	20	33	34	4.16
	2020/11/16	12-25	22	35	37	22	35	37	4.16
	2020/11/16	12-30	20	33	35	20	33	35	4.16
	2020/11/16	12-36	20	34	40	20	34	40	4.16
	2020/11/16	12-41	22	33	34	22	33	34	4.16
	2020/11/16	12-47	18	29	36	18	29	36	4.16
	2020/11/16	12-52	19	31	34	19	31	34	4.16
	2020/11/16	12-58	19	31	31	19	31	31	4.16
	2020/11/16	3-13	18	27	29	18	27	29	4.16
	2020/11/16	9-13	20	30	33	20	30	33	4.16
	2020/11/16	13-14	15	27	31	15	27	31	4.16
	2020/11/16	13-20	17	28	38	17	28	38	4.16
	2020/11/16	13-25	19	27	28	19	27	28	4.16
	2020/11/16	13-31	19	33	37	19	33	37	4.16
	2020/11/16	13-36	20	31	34	20	31	34	4.16
	2020/11/16	13-42	17	28	31	17	28	31	4.16
	2020/11/16	13-47	20	31	33	20	31	33	4.16
	2020/11/16	13-53	19	26	26	19	26	26	4.16
	2020/11/16	13-58	17	31	33	17	31	33	4.16
	2020/11/16	4-14	19	30	31	19	30	31	4.16
	2020/11/16	9-14	20	31	34	20	31	34	4.16
	2020/11/16	14-15	19	27	31	19	27	31	4.16
	2020/11/16	14-20	17	27	31	17	27	31	4.16
	2020/11/16	14-26	17	31	34	17	31	34	4.16
	2020/11/16	14-31	17	27	35	17	27	35	4.16
	2020/11/16	14-37	19	30	30	19	30	30	4.16
	2020/11/16	14-42	21	32	35	21	32	35	4.16
	2020/11/16	14-48	17	28	30	17	28	30	4.16
	2020/11/16	14-53	20	31	35	20	31	35	4.16
	2020/11/16	14-59	19	31	34	19	31	34	4.16
	2020/11/16	4-15	19	32	34	19	32	34	4.16
	2020/11/16	10-15	20	30	31	20	30	31	4.16
	2020/11/16	15-15	21	35	39	21	35	39	4.16
	2020/11/16	15-21	19	30	31	19	30	31	4.16
	2020/11/16	15-26	19	32	35	19	32	35	4.16
	2020/11/16	15-32	19	30	31	19	30	31	4.16
	2020/11/16	15-37	21	31	35	21	31	35	4.16
	2020/11/16	15-43	20	35	36	20	35	36	4.16
	2020/11/16	15-48	17	30	34	17	30	34	4.16
	2020/11/16	15-54	19	30	31	19	30	31	4.16
	2020/11/16	15-59	21	31	35	21	31	35	4.16
	2020/11/16	5-16	20	32	39	20	32	39	4.16
	2020/11/16	10-16	17	26	28	17	26	28	4.16
	2020/11/16	16-16	20	32	37	20	32	37	4.16
	2020/11/16	16-21	17	26	28	17	26	28	4.16
	2020/11/16	16-27	19	28	31	19	28	31	4.16
	2020/11/16	16-32	21	31	36	21	31	36	4.16
	2020/11/16	16-38	17	30	34	17	30	34	4.16
	2020/11/16	16-43	21	32	39	21	32	39	4.16
	2020/11/16	16-49	19	32	38	19	32	38	4.16
	2020/11/16	16-54	19	28	35	19	28	35	4.16
	2020/11/16	17-0	21	34	36	21	34	36	4.16
	2020/11/16	5-17	19	28	31	19	28	31	4.16
	2020/11/16	11-17	17	28	38	17	28	38	4.16
	2020/11/16	17-16	19	27	30	19	27	30	4.16
	2020/11/16	17-22	20	27	31	20	27	31	4.16
	2020/11/16	17-27	19	30	35	19	30	35	4.16
	2020/11/16	17-33	19	24	24	19	24	24	4.16
	2020/11/16	17-38	19	26	27	19	26	27	4.16
	2020/11/16	17-44	17	27	32	17	27	32	4.16
	2020/11/16	17-49	19	27	31	19	27	31	4.16
	2020/11/16	17-55	19	31	35	19	31	35	4.16
	2020/11/16	18-0	20	32	39	20	32	39	4.16
	2020/11/16	6-18	19	30	32	19	30	32	4.16
	2020/11/16	11-18	20	31	32	20	31	32	4.16
	2020/11/16	18-17	19	34	35	19	34	35	4.16
	2020/11/16	18-22	17	26	30	17	26	30	4.16
	2020/11/16	18-28	19	27	27	19	27	27	4.16
	2020/11/16	18-33	19	30	32	19	30	32	4.16
	2020/11/16	18-39	19	28	32	19	28	32	4.16
	2020/11/16	18-44	19	30	38	19	30	38	4.16
	2020/11/16	18-50	17	26	27	17	26	27	4.16
	2020/11/16	18-55	19	27	32	19	27	32	4.16
	2020/11/16	1-19	19	30	38	19	30	38	4.16
	2020/11/16	6-19	16	26	30	16	26	30	4.16
	2020/11/16	12-19	17	24	28	17	24	28	4.16
	2020/11/16	19-17	17	26	28	17	26	28	4.16
	2020/11/16	19-23	16	26	27	16	26	27	4.16
	2020/11/16	19-29	16	25	27	16	25	27	4.16
	2020/11/16	19-34	16	27	31	16	27	31	4.16
	2020/11/16	19-40	16	26	31	16	26	31	4.16
	2020/11/16	19-45	19	26	34	19	26	34	4.16
	2020/11/16	19-51	17	27	30	17	27	30	4.16
	2020/11/16	19-56	17	27	28	17	27	28	4.16
	2020/11/16	2-20	20	31	36	20	31	36	4.16
	2020/11/16	7-20	17	27	30	17	27	30	4.16
	2020/11/16	20-13	19	28	34	19	28	34	4.16
	2020/11/16	20-18	20	33	39	20	33	39	4.16
	2020/11/16	20-24	19	28	34	19	28	34	4.16
	2020/11/16	20-29	19	28	35	19	28	35	4.16
	2020/11/16	20-35	17	33	37	17	33	37	4.16
	2020/11/16	20-40	17	27	30	17	27	30	4.16
	2020/11/16	20-46	16	24	28	16	24	28	4.16
	2020/11/16	20-51	20	31	34	20	31	34	4.16
	2020/11/16	20-57	19	33	42	19	33	42	4.16
	2020/11/16	2-21	19	31	32	19	31	32	4.16
	2020/11/16	8-21	17	28	30	17	28	30	4.16
	2020/11/16	21-13	19	30	32	19	30	32	4.16
	2020/11/16	21-19	19	28	34	19	28	34	4.16
	2020/11/16	21-24	19	27	28	19	27	28	4.16
	2020/11/16	21-30	17	26	28	17	26	28	4.16
	2020/11/16	21-35	19	30	32	19	30	32	4.16
	2020/11/16	21-41	17	27	31	17	27	31	4.16
	2020/11/16	21-46	16	26	27	16	26	27	4.16
	2020/11/16	21-52	16	27	34	16	27	34	4.16
	2020/11/16	21-57	19	28	35	19	28	35	4.16
	2020/11/16	3-22	19	30	36	19	30	36	4.16
	2020/11/16	8-22	18	29	32	18	29	32	4.16
	2020/11/16	22-14	17	27	31	17	27	31	4.16
	2020/11/16	22-19	19	30	32	19	30	32	4.16
	2020/11/16	22-25	16	30	30	16	30	30	4.16
	2020/11/16	22-30	13	25	31	13	25	31	4.16
	2020/11/16	22-36	16	24	28	16	24	28	4.16
	2020/11/16	22-41	16	25	29	16	25	29	4.16
	2020/11/16	22-47	16	25	31	16	25	31	4.16
	2020/11/16	22-52	17	29	32	17	29	32	4.16
	2020/11/16	22-58	17	28	28	17	28	28	4.16
	2020/11/16	3-23	16	25	27	16	25	27	4.16
	2020/11/16	9-23	14	23	27	14	23	27	4.16
	2020/11/16	23-14	17	28	32	17	28	32	4.16
	2020/11/16	23-20	16	26	35	16	26	35	4.16
	2020/11/16	23-25	17	28	33	17	28	33	4.16
	2020/11/16	23-31	17	29	37	17	29	37	4.16
	2020/11/16	23-36	17	28	30	17	28	30	4.16
	2020/11/16	23-42	20	33	41	20	33	41	4.16
	2020/11/16	23-47	17	30	32	17	30	32	4.16
