数据排序	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
0	2020/11/4	1-32	4	8	9	4	8	9	4.19
1	2020/11/4	1-37	4	10	10	4	10	10	4.17
2	2020/11/4	1-43	3	8	10	3	8	10	4.17
3	2020/11/4	1-48	4	9	10	4	9	10	4.17
4	2020/11/4	1-54	3	9	9	3	9	9	4.17
5	2020/11/4	1-59	4	9	10	4	9	10	4.16
6	2020/11/4	2-5	4	9	9	4	9	9	4.15
7	2020/11/4	2-11	4	9	10	4	9	10	4.15
8	2020/11/4	2-16	4	7	7	4	7	7	4.15
9	2020/11/4	2-22	6	11	11	6	11	11	4.15
10	2020/11/4	2-27	5	10	12	5	10	12	4.15
11	2020/11/4	2-33	5	9	10	5	9	10	4.15
12	2020/11/4	2-38	5	10	11	5	10	11	4.15
13	2020/11/4	2-44	5	9	12	5	9	12	4.15
14	2020/11/4	2-49	5	10	10	5	10	10	4.15
15	2020/11/4	2-55	4	6	7	4	6	7	4.15
16	2020/11/4	3-0	5	9	9	5	9	9	4.15
17	2020/11/4	3-6	4	9	9	4	9	9	4.15
18	2020/11/4	3-11	4	9	9	4	9	9	4.15
19	2020/11/4	3-17	5	10	10	5	10	10	4.15
20	2020/11/4	3-22	4	9	10	4	9	10	4.15
21	2020/11/4	3-28	3	7	7	3	7	7	4.15
22	2020/11/4	3-33	4	7	10	4	7	10	4.15
23	2020/11/4	3-39	3	6	6	3	6	6	4.15
24	2020/11/4	3-44	4	10	11	4	10	11	4.15
25	2020/11/4	3-50	4	7	9	4	7	9	4.15
26	2020/11/4	3-55	4	9	11	4	9	11	4.15
27	2020/11/4	4-1	5	7	7	5	7	7	4.15
28	2020/11/4	4-6	4	9	10	4	9	10	4.15
29	2020/11/4	4-12	4	7	7	4	7	7	4.15
30	2020/11/4	4-17	5	9	10	5	9	10	4.15
31	2020/11/4	4-23	4	7	7	4	7	7	4.15
32	2020/11/4	4-28	4	10	10	4	10	10	4.15
33	2020/11/4	4-34	4	7	10	4	7	10	4.15
34	2020/11/4	4-39	4	9	9	4	9	9	4.15
35	2020/11/4	4-45	3	9	11	3	9	11	4.15
36	2020/11/4	4-50	3	7	7	3	7	7	4.15
37	2020/11/4	4-56	4	7	7	4	7	7	4.15
38	2020/11/4	5-1	4	9	9	4	9	9	4.15
39	2020/11/4	5-7	5	7	9	5	7	9	4.15
40	2020/11/4	5-12	2	7	7	2	7	7	4.15
41	2020/11/4	5-18	4	7	7	4	7	7	4.15
42	2020/11/4	5-23	4	9	9	4	9	9	4.15
43	2020/11/4	5-29	4	7	10	4	7	10	4.15
44	2020/11/4	5-34	4	9	9	4	9	9	4.15
45	2020/11/4	5-40	4	7	10	4	7	10	4.15
46	2020/11/4	5-45	5	7	7	5	7	7	4.15
47	2020/11/4	5-51	4	9	9	4	9	9	4.15
48	2020/11/4	5-56	5	7	7	5	7	7	4.15
49	2020/11/4	6-2	4	9	10	4	9	10	4.15
50	2020/11/4	6-7	5	9	10	5	9	10	4.15
51	2020/11/4	6-13	5	10	13	5	10	13	4.15
52	2020/11/4	6-18	4	7	7	4	7	7	4.15
53	2020/11/4	6-24	4	8	8	4	8	8	4.15
54	2020/11/4	6-29	4	9	12	4	9	12	4.15
55	2020/11/4	6-35	4	9	9	4	9	9	4.15
56	2020/11/4	6-40	5	9	9	5	9	9	4.15
57	2020/11/4	6-46	5	8	10	5	8	10	4.15
58	2020/11/4	6-51	4	8	8	4	8	8	4.15
59	2020/11/4	6-57	4	8	9	4	8	9	4.15
60	2020/11/4	7-2	5	8	8	5	8	8	4.15
61	2020/11/4	7-8	4	8	8	4	8	8	4.15
62	2020/11/4	7-13	5	9	9	5	9	9	4.15
63	2020/11/4	7-19	5	8	8	5	8	8	4.15
64	2020/11/4	7-24	5	9	9	5	9	9	4.15
65	2020/11/4	7-30	4	9	10	4	9	10	4.15
66	2020/11/4	7-35	5	8	8	5	8	8	4.15
67	2020/11/4	7-41	4	8	9	4	8	9	4.15
68	2020/11/4	7-46	6	10	10	6	10	10	4.15
69	2020/11/4	7-52	6	10	10	6	10	10	4.15
70	2020/11/4	7-57	4	9	9	4	9	9	4.15
71	2020/11/4	8-3	4	8	8	4	8	8	4.15
72	2020/11/4	8-8	5	9	11	5	9	11	4.15
73	2020/11/4	8-14	5	10	11	5	10	11	4.15
74	2020/11/4	8-19	5	9	9	5	9	9	4.15
75	2020/11/4	8-25	4	8	9	4	8	9	4.15
76	2020/11/4	8-30	6	10	10	6	10	10	4.15
77	2020/11/4	8-36	5	9	10	5	9	10	4.15
78	2020/11/4	8-41	6	10	10	6	10	10	4.15
79	2020/11/4	8-47	5	9	10	5	9	10	4.15
80	2020/11/4	8-52	8	12	12	8	12	12	4.15
81	2020/11/4	8-58	5	10	11	5	10	11	4.15
82	2020/11/4	9-3	6	11	12	6	11	12	4.15
83	2020/11/4	9-9	6	12	16	6	12	16	4.15
84	2020/11/4	9-14	15	21	21	15	21	21	4.12
85	2020/11/4	9-20	11	17	20	11	17	20	4.12
86	2020/11/4	9-25	13	18	21	13	18	21	4.12
87	2020/11/4	9-28	11	16	16	11	16	16	4.2
88	2020/11/4	9-33	20	27	30	20	27	30	4.23
89	2020/11/4	9-39	21	27	28	21	27	28	4.13
90	2020/11/4	9-44	10	17	20	10	17	20	4.13
91	2020/11/4	9-50	8	14	15	8	14	15	4.13
92	2020/11/4	9-55	8	12	15	8	12	15	4.13
93	2020/11/4	10-1	5	9	10	5	9	10	4.12
94	2020/11/4	10-6	7	11	12	7	11	12	4.13
95	2020/11/4	10-12	5	10	11	5	10	11	4.12
96	2020/11/4	10-17	5	9	9	5	9	9	4.11
97	2020/11/4	10-23	6	11	12	6	11	12	4.12
98	2020/11/4	10-28	8	12	13	8	12	13	4.12
99	2020/11/4	10-32	10	17	17	10	17	17	4.17
100	2020/11/4	10-38	9	15	15	9	15	15	4.17
101	2020/11/4	10-43	9	15	17	9	15	17	4.17
102	2020/11/4	10-49	10	16	19	10	16	19	4.17
103	2020/11/4	10-54	9	14	16	9	14	16	4.15
104	2020/11/4	11-0	9	14	16	9	14	16	4.15
105	2020/11/4	11-5	13	18	19	13	18	19	4.13
106	2020/11/4	11-11	10	15	19	10	15	19	4.12
107	2020/11/4	11-16	11	15	16	11	15	16	4.13
108	2020/11/4	11-22	8	14	16	8	14	16	4.13
109	2020/11/4	11-27	9	14	14	9	14	14	4.1
110	2020/11/4	11-33	7	13	14	7	13	14	4.12
111	2020/11/4	11-39	7	12	13	7	12	13	4.12
112	2020/11/4	11-44	5	11	11	5	11	11	4.12
113	2020/11/4	11-50	6	10	12	6	10	12	4.12
114	2020/11/4	11-55	3	6	6	3	6	6	4.11
115	2020/11/4	12-1	5	7	7	5	7	7	4.13
116	2020/11/4	12-6	5	9	9	5	9	9	4.12
117	2020/11/4	12-12	4	6	7	4	6	7	4.11
118	2020/11/4	12-17	3	6	6	3	6	6	4.12
119	2020/11/4	12-23	4	9	10	4	9	10	4.11
120	2020/11/4	12-28	4	8	9	4	8	9	4.11
121	2020/11/4	12-34	5	10	11	5	10	11	4.1
122	2020/11/4	12-39	5	9	9	5	9	9	4.11
123	2020/11/4	12-45	3	6	8	3	6	8	4.11
124	2020/11/4	12-50	4	10	11	4	10	11	4.11
125	2020/11/4	12-56	2	5	5	2	5	5	4.11
126	2020/11/4	1-13	3	6	6	3	6	6	4.1
127	2020/11/4	7-13	4	6	6	4	6	6	4.1
128	2020/11/4	13-13	5	10	10	5	10	10	4.11
129	2020/11/4	13-18	5	10	10	5	10	10	4.1
130	2020/11/4	13-24	5	10	10	5	10	10	4.1
131	2020/11/4	13-29	5	9	10	5	9	10	4.1
132	2020/11/4	13-35	8	10	11	8	10	11	4.11
133	2020/11/4	13-40	11	16	17	11	16	17	4.1
134	2020/11/4	13-46	10	13	13	10	13	13	4.1
135	2020/11/4	13-51	11	16	16	11	16	16	4.1
136	2020/11/4	13-57	10	15	17	10	15	17	4.07
137	2020/11/4	2-14	12	16	18	12	16	18	4.1
138	2020/11/4	8-14	10	15	15	10	15	15	4.1
139	2020/11/4	14-13	10	15	16	10	15	16	4.1
140	2020/11/4	14-19	10	16	16	10	16	16	4.09
141	2020/11/4	14-24	10	15	15	10	15	15	4.09
142	2020/11/4	14-30	10	16	16	10	16	16	4.09
143	2020/11/4	14-35	34	39	40	30	36	40	4.09
144	2020/11/4	14-41	9	16	16	9	16	16	4.09
145	2020/11/4	14-47	5	10	10	5	10	10	4.09
146	2020/11/4	14-52	8	10	11	8	10	11	4.09
147	2020/11/4	14-58	7	11	12	7	11	12	4.08
148	2020/11/4	3-15	7	11	11	7	11	11	4.1
149	2020/11/4	9-15	5	10	10	5	10	10	4.08
150	2020/11/4	15-14	5	11	14	5	11	14	4.08
151	2020/11/4	15-20	8	14	14	8	14	14	4.08
152	2020/11/4	15-25	7	11	15	7	11	15	4.08
153	2020/11/4	15-31	21	25	27	21	25	27	4.08
154	2020/11/4	15-36	8	12	18	8	12	18	4.09
155	2020/11/4	15-42	16	22	22	16	22	22	4.09
156	2020/11/4	15-47	12	17	19	12	17	19	4.08
157	2020/11/4	15-53	9	15	16	9	15	16	4.08
158	2020/11/4	15-58	15	19	19	15	19	19	4.08
159	2020/11/4	4-16	12	17	19	12	17	19	4.08
160	2020/11/4	9-16	13	18	19	13	18	19	4.08
161	2020/11/4	16-15	24	30	30	23	30	30	4.07
162	2020/11/4	16-21	55	61	61	38	49	57	4.07
163	2020/11/4	16-22	17	23	23	17	23	23	4.16
164	2020/11/4	16-27	16	24	24	16	24	24	4.16
165	2020/11/4	16-33	12	20	22	12	20	22	4.16
166	2020/11/4	16-38	17	23	25	17	23	25	4.16
167	2020/11/4	16-44	22	28	31	22	28	31	4.16
168	2020/11/4	16-49	10	16	17	10	16	17	4.16
169	2020/11/4	16-55	9	17	19	9	17	19	4.16
170	2020/11/4	17-0	12	17	18	12	17	18	4.17
171	2020/11/4	6-17	22	29	31	22	29	31	4.17
172	2020/11/4	11-17	24	30	30	23	30	30	4.17
173	2020/11/4	17-17	21	25	28	21	25	28	4.17
174	2020/11/4	17-22	20	23	23	20	23	23	4.17
175	2020/11/4	17-28	25	30	31	24	30	31	4.16
176	2020/11/4	17-33	18	23	23	18	23	23	4.15
177	2020/11/4	17-39	13	17	18	13	17	18	4.15
178	2020/11/4	17-44	15	19	22	15	19	22	4.15
179	2020/11/4	17-50	13	18	19	13	18	19	4.15
180	2020/11/4	17-55	14	19	20	14	19	20	4.15
181	2020/11/4	1-18	14	20	23	14	20	23	4.15
182	2020/11/4	6-18	13	17	17	13	17	17	4.15
183	2020/11/4	12-18	13	17	19	13	17	19	4.15
184	2020/11/4	18-17	13	17	18	13	17	18	4.15
185	2020/11/4	18-23	9	15	15	9	15	15	4.15
186	2020/11/4	18-28	8	14	14	8	14	14	4.15
187	2020/11/4	18-34	9	14	15	9	14	15	4.15
188	2020/11/4	18-39	7	13	15	7	13	15	4.15
189	2020/11/4	18-45	8	14	14	8	14	14	4.15
190	2020/11/4	18-50	14	20	22	14	20	22	4.15
191	2020/11/4	18-56	11	16	16	11	16	16	4.15
192	2020/11/4	1-19	11	15	15	11	15	15	4.15
193	2020/11/4	7-19	12	17	17	12	17	17	4.15
194	2020/11/4	12-19	13	18	20	13	18	20	4.15
195	2020/11/4	19-18	13	17	17	13	17	17	4.15
196	2020/11/4	19-23	13	17	20	13	17	20	4.15
197	2020/11/4	19-29	12	16	16	12	16	16	4.15
198	2020/11/4	19-34	12	15	15	12	15	15	4.15
199	2020/11/4	19-40	13	17	18	13	17	18	4.15
200	2020/11/4	19-45	11	15	15	11	15	15	4.15
201	2020/11/4	19-51	7	12	12	7	12	12	4.15
202	2020/11/4	19-56	6	8	9	6	8	9	4.15
203	2020/11/4	2-20	8	13	13	8	13	13	4.15
204	2020/11/4	7-20	8	12	13	8	12	13	4.15
205	2020/11/4	20-13	7	12	14	7	12	14	4.15
206	2020/11/4	20-18	8	12	13	8	12	13	4.15
207	2020/11/4	20-24	6	12	13	6	12	13	4.15
208	2020/11/4	20-29	5	8	13	5	8	13	4.15
209	2020/11/4	20-35	5	8	11	5	8	11	4.15
210	2020/11/4	20-40	6	9	9	6	9	9	4.15
211	2020/11/4	20-46	5	9	11	5	9	11	4.15
212	2020/11/4	20-51	6	11	11	6	11	11	4.15
213	2020/11/4	20-57	6	11	11	6	11	11	4.15
214	2020/11/4	2-21	6	9	11	6	9	11	4.15
215	2020/11/4	8-21	6	11	12	6	11	12	4.15
216	2020/11/4	21-13	6	10	11	6	10	11	4.15
217	2020/11/4	21-19	6	9	9	6	9	9	4.15
218	2020/11/4	21-24	6	11	12	6	11	12	4.15
219	2020/11/4	21-30	7	13	13	7	13	13	4.15
220	2020/11/4	21-35	6	11	14	6	11	14	4.15
221	2020/11/4	21-41	8	12	12	8	12	12	4.15
222	2020/11/4	21-46	10	14	15	10	14	15	4.15
223	2020/11/4	21-52	10	14	14	10	14	14	4.15
224	2020/11/4	21-57	8	13	15	8	13	15	4.15
225	2020/11/4	3-22	12	15	15	12	15	15	4.15
226	2020/11/4	8-22	10	13	14	10	13	14	4.15
227	2020/11/4	22-14	12	16	18	12	16	18	4.15
228	2020/11/4	22-19	10	13	13	10	13	13	4.15
229	2020/11/4	22-25	11	14	14	11	14	14	4.15
230	2020/11/4	22-30	10	14	14	10	14	14	4.15
231	2020/11/4	22-36	8	14	15	8	14	15	4.15
232	2020/11/4	22-41	8	13	14	8	13	14	4.15
233	2020/11/4	22-47	7	13	14	7	13	14	4.15
234	2020/11/4	22-52	8	12	12	8	12	12	4.15
235	2020/11/4	22-58	37	43	43	30	39	43	4.12
236	2020/11/4	3-23	15	21	21	15	21	21	4.12
237	2020/11/4	9-23	8	12	12	8	12	12	4.12
238	2020/11/4	23-15	8	13	13	8	13	13	4.12
239	2020/11/4	23-20	17	22	22	17	22	22	4.1
240	2020/11/4	23-26	28	33	36	27	33	36	4.12
241	2020/11/4	23-31	9	15	18	9	15	18	4.12
242	2020/11/4	23-37	9	14	20	9	14	20	4.12
243	2020/11/4	23-42	10	17	18	10	17	18	4.12
244	2020/11/4	23-48	10	17	19	10	17	19	4.12
245	2020/11/4	23-53	10	17	23	10	17	23	4.12
246	2020/11/4	23-59	12	17	23	12	17	23	4.11
247	2020/11/5	0-4	21	37	50	21	37	50	4.1
248	2020/11/5	0-10	20	29	36	20	29	36	4.11
249	2020/11/5	0-15	10	17	17	10	17	17	4.11
250	2020/11/5	0-21	8	15	19	8	15	19	4.11
251	2020/11/5	0-26	15	20	22	15	20	22	4.11
252	2020/11/5	0-32	19	27	28	19	27	28	4.13
253	2020/11/5	0-37	9	15	15	9	15	15	4.11
254	2020/11/5	0-42	8	14	19	8	14	19	4.18
255	2020/11/5	0-48	19	25	28	19	25	28	4.17
256	2020/11/4	22-51	8	14	16	8	14	16	4.17
257	2020/11/4	22-57	15	21	22	15	21	22	4.17
258	2020/11/4	2-23	8	13	15	8	13	15	4.17
259	2020/11/4	8-23	8	12	12	8	12	12	4.17
260	2020/11/4	23-13	8	11	12	8	11	12	4.17
261	2020/11/4	23-19	7	12	12	7	12	12	4.16
262	2020/11/4	23-24	9	14	17	9	14	17	4.15
263	2020/11/4	23-30	9	14	14	9	14	14	4.15
264	2020/11/4	23-35	9	15	15	9	15	15	4.15
265	2020/11/4	23-41	7	13	14	7	13	14	4.15
266	2020/11/4	23-46	7	12	14	7	12	14	4.15
267	2020/11/4	23-52	9	14	15	9	14	15	4.15
268	2020/11/4	23-57	7	12	13	7	12	13	4.15
269	2020/11/5	0-3	7	12	14	7	12	14	4.15
270	2020/11/5	0-8	7	13	14	7	13	14	4.15
271	2020/11/5	0-14	7	13	13	7	13	13	4.15
272	2020/11/5	0-19	9	13	14	9	13	14	4.15
273	2020/11/5	0-25	9	13	14	9	13	14	4.15
274	2020/11/5	0-30	9	13	14	9	13	14	4.15
275	2020/11/5	0-36	7	12	14	7	12	14	4.15
276	2020/11/5	0-41	7	13	14	7	13	14	4.15
277	2020/11/5	0-47	9	13	14	9	13	14	4.15
278	2020/11/5	0-52	7	13	14	7	13	14	4.15
279	2020/11/5	0-58	9	14	15	9	14	15	4.15
280	2020/11/5	1-3	9	13	14	9	13	14	4.15
281	2020/11/5	1-9	7	12	12	7	12	12	4.15
282	2020/11/5	1-14	9	14	14	9	14	14	4.15
283	2020/11/5	1-20	9	14	15	9	14	15	4.15
284	2020/11/5	1-25	9	14	14	9	14	14	4.15
285	2020/11/5	1-31	10	13	15	10	13	15	4.15
286	2020/11/5	1-36	7	13	13	7	13	13	4.15
287	2020/11/5	1-42	10	16	18	10	16	18	4.15
288	2020/11/5	1-47	7	14	14	7	14	14	4.15
289	2020/11/5	1-53	9	13	13	9	13	13	4.15
290	2020/11/5	1-58	9	12	13	9	12	13	4.15
291	2020/11/5	2-4	9	12	13	9	12	13	4.15
292	2020/11/5	2-9	10	15	16	10	15	16	4.15
293	2020/11/5	2-15	7	13	14	7	13	14	4.15
294	2020/11/5	2-20	9	13	13	9	13	13	4.15
295	2020/11/5	2-26	10	14	14	10	14	14	4.15
296	2020/11/5	2-31	10	15	15	10	15	15	4.15
297	2020/11/5	2-37	6	11	12	6	11	12	4.15
298	2020/11/5	2-42	7	12	13	7	12	13	4.15
299	2020/11/5	2-48	9	13	14	9	13	14	4.15
300	2020/11/5	2-53	9	12	12	9	12	12	4.15
301	2020/11/5	2-59	7	12	13	7	12	13	4.15
302	2020/11/5	3-4	9	14	15	9	14	15	4.15
303	2020/11/5	3-10	9	13	15	9	13	15	4.15
304	2020/11/5	3-15	9	14	15	9	14	15	4.15
305	2020/11/5	3-21	9	14	15	9	14	15	4.15
306	2020/11/5	3-26	9	14	14	9	14	14	4.15
307	2020/11/5	3-32	9	13	13	9	13	13	4.15
308	2020/11/5	3-37	10	13	14	10	13	14	4.15
309	2020/11/5	3-43	9	13	14	9	13	14	4.15
310	2020/11/5	3-48	7	12	12	7	12	12	4.15
311	2020/11/5	3-54	7	11	11	7	11	11	4.15
312	2020/11/5	3-59	7	12	12	7	12	12	4.15
313	2020/11/5	4-5	7	10	12	7	10	12	4.15
314	2020/11/5	4-10	9	13	14	9	13	14	4.15
315	2020/11/5	4-16	7	11	11	7	11	11	4.15
316	2020/11/5	4-21	7	13	13	7	13	13	4.15
317	2020/11/5	4-27	7	13	15	7	13	15	4.15
318	2020/11/5	4-32	7	12	12	7	12	12	4.15
319	2020/11/5	4-38	7	12	13	7	12	13	4.15
320	2020/11/5	4-43	7	12	13	7	12	13	4.15
321	2020/11/5	4-49	7	11	13	7	11	13	4.15
322	2020/11/5	4-54	9	12	12	9	12	12	4.15
323	2020/11/5	5-0	6	11	12	6	11	12	4.15
324	2020/11/5	5-5	7	11	12	7	11	12	4.15
325	2020/11/5	5-11	7	11	12	7	11	12	4.15
326	2020/11/5	5-16	5	11	12	5	11	12	4.15
327	2020/11/5	5-22	6	12	12	6	12	12	4.15
328	2020/11/5	5-27	6	10	10	6	10	10	4.15
329	2020/11/5	5-33	6	10	10	6	10	10	4.15
330	2020/11/5	5-38	5	10	10	5	10	10	4.15
331	2020/11/5	5-44	6	10	10	6	10	10	4.15
332	2020/11/5	5-49	6	10	10	6	10	10	4.15
333	2020/11/5	5-55	6	9	9	6	9	9	4.15
334	2020/11/5	6-0	5	9	9	5	9	9	4.15
335	2020/11/5	6-6	6	10	10	6	10	10	4.15
336	2020/11/5	6-11	6	10	10	6	10	10	4.15
337	2020/11/5	6-17	4	7	7	4	7	7	4.15
338	2020/11/5	6-22	7	12	14	7	12	14	4.15
339	2020/11/5	6-28	6	11	11	6	11	11	4.15
340	2020/11/5	6-33	6	10	11	6	10	11	4.15
341	2020/11/5	6-39	7	11	11	7	11	11	4.15
342	2020/11/5	6-44	6	11	12	6	11	12	4.15
343	2020/11/5	6-50	5	10	10	5	10	10	4.15
344	2020/11/5	6-55	5	10	10	5	10	10	4.15
345	2020/11/5	7-1	5	9	9	5	9	9	4.15
346	2020/11/5	7-6	5	7	7	5	7	7	4.15
347	2020/11/5	7-12	6	10	10	6	10	10	4.15
348	2020/11/5	7-17	6	11	11	6	11	11	4.15
349	2020/11/5	7-23	5	10	11	5	10	11	4.15
350	2020/11/5	7-28	5	10	11	5	10	11	4.15
351	2020/11/5	7-34	6	12	13	6	12	13	4.15
352	2020/11/5	7-39	6	11	13	6	11	13	4.15
353	2020/11/5	7-45	7	12	14	7	12	14	4.15
354	2020/11/5	7-50	7	13	13	7	13	13	4.15
355	2020/11/5	7-56	14	20	20	14	20	20	4.13
356	2020/11/5	8-1	5	9	9	5	9	9	4.13
357	2020/11/5	8-7	10	16	17	10	16	17	4.1
358	2020/11/5	8-12	17	21	21	17	21	21	4.12
359	2020/11/5	8-18	17	20	21	17	20	21	4.12
360	2020/11/5	8-24	14	19	19	14	19	19	4.11
361	2020/11/5	8-29	13	18	19	13	18	19	4.12
362	2020/11/5	8-35	11	14	15	11	14	15	4.12
363	2020/11/5	8-40	10	17	18	10	17	18	4.12
364	2020/11/5	8-46	7	12	12	7	12	12	4.12
365	2020/11/5	8-51	7	12	12	7	12	12	4.12
366	2020/11/5	8-57	10	13	15	10	13	15	4.12
367	2020/11/5	9-2	7	12	12	7	12	12	4.09
368	2020/11/5	9-8	14	19	23	14	19	23	4.09
369	2020/11/5	9-13	12	16	17	12	16	17	4.11
370	2020/11/5	9-19	11	15	16	11	15	16	4.11
371	2020/11/5	9-24	12	16	17	12	16	17	4.11
372	2020/11/5	9-30	14	20	21	14	20	21	4.11
373	2020/11/5	9-35	13	17	17	13	17	17	4.11
374	2020/11/5	9-41	14	19	20	14	19	20	4.11
375	2020/11/5	9-46	5	7	7	5	7	7	4.11
376	2020/11/5	9-52	8	12	12	8	12	12	4.1
377	2020/11/5	9-58	4	7	8	4	7	8	4.12
378	2020/11/5	10-3	11	15	16	11	15	16	4.1
379	2020/11/5	10-9	26	31	34	24	31	34	4.1
380	2020/11/5	10-14	25	30	30	24	30	30	4.1
381	2020/11/5	10-20	11	14	14	11	14	14	4.1
382	2020/11/5	10-25	29	34	35	26	33	35	4.1
383	2020/11/5	10-31	16	19	20	16	19	20	4.1
384	2020/11/5	10-36	16	19	19	16	19	19	4.1
385	2020/11/5	10-42	45	48	48	34	41	48	4.07
386	2020/11/5	10-47	38	43	43	30	38	43	4.09
387	2020/11/5	10-53	75	81	81	49	56	68	4.07
388	2020/11/5	10-58	18	24	24	18	24	24	4.1
389	2020/11/5	11-4	27	31	32	24	31	32	4.09
390	2020/11/5	11-9	11	15	15	11	15	15	4.09
391	2020/11/5	11-15	8	13	13	8	13	13	4.09
392	2020/11/5	11-20	11	15	15	11	15	15	4.09
393	2020/11/5	11-26	6	9	9	6	9	9	4.08
394	2020/11/5	11-31	8	11	11	8	11	11	4.09
395	2020/11/5	11-37	8	14	14	8	14	14	4.09
396	2020/11/5	11-43	8	13	13	8	13	13	4.08
397	2020/11/5	11-48	9	14	15	9	14	15	4.07
398	2020/11/5	11-54	11	16	17	11	16	17	4.08
399	2020/11/5	11-59	15	19	20	15	19	20	4.08
400	2020/11/5	12-5	14	18	18	14	18	18	4.08
401	2020/11/5	12-10	10	16	18	10	16	18	4.08
402	2020/11/5	12-16	12	17	18	12	17	18	4.08
403	2020/11/5	12-21	13	17	17	13	17	17	4.08
404	2020/11/5	12-27	18	21	21	18	21	21	4.08
405	2020/11/5	12-32	55	60	62	37	48	56	4.07
406	2020/11/5	12-38	32	36	36	28	35	36	4.07
407	2020/11/5	12-43	40	44	45	31	39	45	4.08
408	2020/11/5	12-49	6	9	9	6	9	9	4.08
409	2020/11/5	12-54	31	35	35	26	34	35	4.08
410	2020/11/5	13-0	14	20	20	14	20	20	4.07
411	2020/11/5	4-13	9	14	15	9	14	15	4.3
412	2020/11/5	9-13	9	15	20	9	15	20	4.16
413	2020/11/5	13-15	10	15	16	10	15	16	4.16
414	2020/11/5	13-20	8	11	11	8	11	11	4.16
415	2020/11/5	13-26	8	12	14	8	12	14	4.16
416	2020/11/5	13-31	9	14	14	9	14	14	4.16
417	2020/11/5	13-37	9	15	16	9	15	16	4.17
418	2020/11/5	13-42	8	12	12	8	12	12	4.17
419	2020/11/5	13-48	8	12	12	8	12	12	4.17
420	2020/11/5	13-53	8	12	12	8	12	12	4.17
421	2020/11/5	13-59	8	11	11	8	11	11	4.17
422	2020/11/5	4-14	8	12	13	8	12	13	4.17
423	2020/11/5	10-14	8	12	13	8	12	13	4.16
424	2020/11/5	14-15	10	14	14	10	14	14	4.16
425	2020/11/5	14-21	6	11	13	6	11	13	4.15
426	2020/11/5	14-26	9	13	16	9	13	16	4.15
427	2020/11/5	14-32	8	11	12	8	11	12	4.15
428	2020/11/5	14-37	8	12	13	8	12	13	4.15
429	2020/11/5	14-43	9	13	13	9	13	13	4.15
430	2020/11/5	14-48	11	17	17	11	17	17	4.15
431	2020/11/5	14-54	11	17	17	11	17	17	4.15
432	2020/11/5	14-59	9	13	15	9	13	15	4.15
433	2020/11/5	5-15	8	12	12	8	12	12	4.15
434	2020/11/5	10-15	8	11	12	8	11	12	4.15
435	2020/11/5	15-16	8	11	12	8	11	12	4.15
436	2020/11/5	15-21	9	13	13	9	13	13	4.15
437	2020/11/5	15-27	8	13	13	8	13	13	4.15
438	2020/11/5	15-32	9	12	15	9	12	15	4.15
439	2020/11/5	15-38	9	13	13	9	13	13	4.15
440	2020/11/5	15-43	8	11	11	8	11	11	4.15
441	2020/11/5	15-49	9	13	13	9	13	13	4.15
442	2020/11/5	15-54	10	15	15	10	15	15	4.15
443	2020/11/5	16-0	10	13	15	10	13	15	4.15
444	2020/11/5	5-16	12	17	18	12	17	18	4.15
445	2020/11/5	11-16	9	15	15	9	15	15	4.15
446	2020/11/5	16-16	8	12	13	8	12	13	4.15
447	2020/11/5	16-22	9	13	18	9	13	18	4.15
448	2020/11/5	16-27	11	16	17	11	16	17	4.15
449	2020/11/5	16-33	10	15	15	10	15	15	4.15
450	2020/11/5	16-38	10	16	18	10	16	18	4.15
451	2020/11/5	16-44	10	16	17	10	16	17	4.15
452	2020/11/5	16-49	9	12	13	9	12	13	4.15
453	2020/11/5	16-55	11	15	16	11	15	16	4.15
454	2020/11/5	17-0	10	15	15	10	15	15	4.15
455	2020/11/5	6-17	9	13	16	9	13	16	4.15
456	2020/11/5	11-17	10	16	16	10	16	16	4.15
457	2020/11/5	17-17	9	13	13	9	13	13	4.15
458	2020/11/5	17-22	9	15	17	9	15	17	4.15
459	2020/11/5	17-28	10	15	17	10	15	17	4.15
460	2020/11/5	17-33	11	16	16	11	16	16	4.15
461	2020/11/5	17-39	8	12	13	8	12	13	4.15
462	2020/11/5	17-44	10	16	16	10	16	16	4.15
463	2020/11/5	17-50	9	13	15	9	13	15	4.15
464	2020/11/5	17-56	9	15	16	9	15	16	4.15
465	2020/11/5	1-18	10	15	16	10	15	16	4.15
466	2020/11/5	7-18	9	12	12	9	12	12	4.15
467	2020/11/5	12-18	10	13	15	10	13	15	4.15
468	2020/11/5	18-18	9	15	18	9	15	18	4.15
469	2020/11/5	18-23	9	13	15	9	13	15	4.15
470	2020/11/5	18-29	9	15	15	9	15	15	4.15
471	2020/11/5	18-34	10	13	16	10	13	16	4.15
472	2020/11/5	18-40	9	13	13	9	13	13	4.15
473	2020/11/5	18-45	9	12	12	9	12	12	4.15
474	2020/11/5	18-51	10	15	16	10	15	16	4.15
475	2020/11/5	18-56	9	12	13	9	12	13	4.15
476	2020/11/5	2-19	9	12	12	9	12	12	4.15
477	2020/11/5	7-19	13	19	21	13	19	21	4.15
478	2020/11/5	19-13	12	17	18	12	17	18	4.15
479	2020/11/5	19-18	11	17	17	11	17	17	4.15
