pm1,pm25,pm10,subject,datetime
9,16,18,C6,2020-11-17T08:50:00Z
11,19,22,C6,2020-11-17T08:56:00Z
11,15,16,C6,2020-11-17T09:01:00Z
11,16,18,C6,2020-11-17T09:07:00Z
11,16,16,C6,2020-11-17T09:12:00Z
11,18,19,C6,2020-11-17T09:18:00Z
11,15,15,C6,2020-11-17T09:23:00Z
9,15,16,C6,2020-11-17T09:29:00Z
58,87,92,C6,2020-11-17T09:34:00Z
66,93,101,C6,2020-11-17T09:40:00Z
88,125,134,C6,2020-11-17T09:45:00Z
76,109,119,C6,2020-11-17T09:51:00Z
74,110,123,C6,2020-11-17T09:56:00Z
63,93,95,C6,2020-11-17T10:02:00Z
61,90,97,C6,2020-11-17T10:07:00Z
51,77,80,C6,2020-11-17T10:13:00Z
47,70,79,C6,2020-11-17T10:18:00Z
117,160,177,C6,2020-11-17T10:24:00Z
83,120,132,C6,2020-11-17T10:29:00Z
84,114,124,C6,2020-11-17T10:35:00Z
43,58,62,C6,2020-11-17T10:40:00Z
23,35,35,C6,2020-11-17T10:46:00Z
17,25,25,C6,2020-11-17T10:51:00Z
17,24,27,C6,2020-11-17T10:57:00Z
12,17,20,C6,2020-11-17T11:02:00Z
10,17,19,C6,2020-11-17T11:08:00Z
12,19,19,C6,2020-11-17T11:13:00Z
12,17,19,C6,2020-11-17T11:19:00Z
10,17,21,C6,2020-11-17T11:24:00Z
12,19,20,C6,2020-11-17T11:30:00Z
9,15,16,C6,2020-11-17T11:35:00Z
9,15,16,C6,2020-11-17T11:41:00Z
9,13,13,C6,2020-11-17T11:46:00Z
11,16,19,C6,2020-11-17T11:52:00Z
11,16,17,C6,2020-11-17T11:57:00Z
9,15,17,C6,2020-11-17T12:03:00Z
9,19,20,C6,2020-11-17T12:08:00Z
8,12,13,C6,2020-11-17T12:14:00Z
11,16,20,C6,2020-11-17T12:19:00Z
11,15,18,C6,2020-11-17T12:25:00Z
8,13,16,C6,2020-11-17T12:30:00Z
8,12,13,C6,2020-11-17T12:36:00Z
9,18,18,C6,2020-11-17T12:41:00Z
6,11,11,C6,2020-11-17T12:47:00Z
6,12,12,C6,2020-11-17T12:52:00Z
5,11,15,C6,2020-11-17T12:58:00Z
6,13,15,C6,2020-11-17T13:03:00Z
9,13,13,C6,2020-11-17T13:09:00Z
6,12,13,C6,2020-11-17T13:14:00Z
6,11,11,C6,2020-11-17T13:20:00Z
6,12,12,C6,2020-11-17T13:25:00Z
6,11,11,C6,2020-11-17T13:31:00Z
6,11,12,C6,2020-11-17T13:36:00Z
5,9,9,C6,2020-11-17T13:42:00Z
5,11,11,C6,2020-11-17T13:47:00Z
8,13,13,C6,2020-11-17T13:53:00Z
5,11,11,C6,2020-11-17T13:58:00Z
5,9,9,C6,2020-11-17T14:04:00Z
5,9,9,C6,2020-11-17T14:10:00Z
4,8,8,C6,2020-11-17T14:15:00Z
4,8,11,C6,2020-11-17T14:21:00Z
5,11,11,C6,2020-11-17T14:26:00Z
5,8,9,C6,2020-11-17T14:32:00Z
6,11,11,C6,2020-11-17T14:37:00Z
5,11,12,C6,2020-11-17T14:43:00Z
5,8,8,C6,2020-11-17T14:48:00Z
4,6,8,C6,2020-11-17T14:54:00Z
5,9,10,C6,2020-11-17T14:59:00Z
4,8,8,C6,2020-11-17T15:05:00Z
4,8,8,C6,2020-11-17T15:10:00Z
5,8,8,C6,2020-11-17T15:16:00Z
5,9,10,C6,2020-11-17T15:21:00Z
4,6,8,C6,2020-11-17T15:27:00Z
4,8,10,C6,2020-11-17T15:32:00Z
21,31,31,C6,2020-11-17T15:38:00Z
38,52,55,C6,2020-11-17T15:43:00Z
40,57,61,C6,2020-11-17T15:49:00Z
31,43,44,C6,2020-11-17T15:54:00Z
5,8,9,C7,2020-11-03T16:18:00Z
5,7,8,C7,2020-11-03T16:23:00Z
5,7,7,C7,2020-11-03T16:29:00Z
5,7,7,C7,2020-11-03T16:34:00Z
5,6,7,C7,2020-11-03T16:40:00Z
4,6,6,C7,2020-11-03T16:46:00Z
4,6,6,C7,2020-11-03T16:51:00Z
5,7,7,C7,2020-11-03T16:57:00Z
5,7,8,C7,2020-11-03T17:02:00Z
4,7,8,C7,2020-11-03T17:08:00Z
6,8,8,C7,2020-11-03T17:13:00Z
7,10,10,C7,2020-11-03T17:19:00Z
7,11,12,C7,2020-11-03T17:24:00Z
7,11,14,C7,2020-11-03T17:30:00Z
6,9,9,C7,2020-11-03T17:35:00Z
8,11,11,C7,2020-11-03T17:41:00Z
6,9,11,C7,2020-11-03T17:46:00Z
5,8,8,C7,2020-11-03T17:52:00Z
6,8,9,C7,2020-11-03T17:57:00Z
4,7,7,C7,2020-11-03T18:03:00Z
5,7,8,C7,2020-11-03T18:09:00Z
4,6,8,C7,2020-11-03T18:14:00Z
5,7,7,C7,2020-11-03T18:20:00Z
5,7,7,C7,2020-11-03T18:25:00Z
5,7,7,C7,2020-11-03T18:31:00Z
5,7,7,C7,2020-11-03T18:36:00Z
5,7,8,C7,2020-11-03T18:42:00Z
5,8,9,C7,2020-11-03T18:47:00Z
5,8,9,C7,2020-11-03T18:53:00Z
4,7,7,C7,2020-11-03T18:58:00Z
5,7,7,C7,2020-11-03T19:04:00Z
6,7,7,C7,2020-11-03T19:09:00Z
6,8,9,C7,2020-11-03T19:15:00Z
5,7,8,C7,2020-11-03T19:21:00Z
5,7,8,C7,2020-11-03T19:26:00Z
5,8,10,C7,2020-11-03T19:32:00Z
6,8,8,C7,2020-11-03T19:37:00Z
6,8,8,C7,2020-11-03T19:43:00Z
5,7,7,C7,2020-11-03T19:48:00Z
5,7,8,C7,2020-11-03T19:54:00Z
6,8,9,C7,2020-11-03T19:59:00Z
5,8,8,C7,2020-11-03T20:05:00Z
5,8,9,C7,2020-11-03T20:10:00Z
5,9,10,C7,2020-11-03T20:16:00Z
6,7,7,C7,2020-11-03T20:21:00Z
6,8,9,C7,2020-11-03T20:27:00Z
6,9,10,C7,2020-11-03T20:32:00Z
5,6,7,C7,2020-11-03T20:38:00Z
6,9,10,C7,2020-11-03T20:44:00Z
6,8,8,C7,2020-11-03T20:49:00Z
6,8,9,C7,2020-11-03T20:55:00Z
7,9,9,C7,2020-11-03T21:00:00Z
7,9,9,C7,2020-11-03T21:06:00Z
7,9,9,C7,2020-11-03T21:11:00Z
7,9,9,C7,2020-11-03T21:17:00Z
7,9,9,C7,2020-11-03T21:22:00Z
7,9,10,C7,2020-11-03T21:28:00Z
5,8,8,C7,2020-11-03T21:33:00Z
7,10,10,C7,2020-11-03T21:39:00Z
7,9,9,C7,2020-11-03T21:44:00Z
6,7,8,C7,2020-11-03T21:50:00Z
7,9,9,C7,2020-11-03T21:55:00Z
6,8,8,C7,2020-11-03T22:01:00Z
6,9,9,C7,2020-11-03T22:07:00Z
7,9,10,C7,2020-11-03T22:12:00Z
7,10,11,C7,2020-11-03T22:18:00Z
7,10,11,C7,2020-11-03T22:23:00Z
8,12,14,C7,2020-11-03T22:29:00Z
8,10,10,C7,2020-11-03T22:34:00Z
8,11,11,C7,2020-11-03T22:40:00Z
8,11,11,C7,2020-11-03T22:45:00Z
8,11,11,C7,2020-11-03T22:51:00Z
8,11,11,C7,2020-11-03T22:56:00Z
9,12,13,C7,2020-11-03T23:02:00Z
8,13,15,C7,2020-11-03T23:07:00Z
10,13,14,C7,2020-11-03T23:13:00Z
10,13,14,C7,2020-11-03T23:18:00Z
11,15,17,C7,2020-11-03T23:24:00Z
10,15,17,C7,2020-11-03T23:30:00Z
10,13,15,C7,2020-11-03T23:35:00Z
10,15,15,C7,2020-11-03T23:41:00Z
11,15,15,C7,2020-11-03T23:46:00Z
9,11,11,C7,2020-11-03T23:52:00Z
10,14,16,C7,2020-11-03T23:57:00Z
10,13,13,C7,2020-11-04T00:03:00Z
11,14,15,C7,2020-11-04T00:08:00Z
9,13,14,C7,2020-11-04T00:14:00Z
11,15,15,C7,2020-11-04T00:19:00Z
12,15,15,C7,2020-11-04T00:25:00Z
13,17,18,C7,2020-11-04T00:30:00Z
12,17,18,C7,2020-11-04T00:36:00Z
13,17,17,C7,2020-11-04T00:42:00Z
12,17,17,C7,2020-11-04T00:47:00Z
12,17,17,C7,2020-11-04T00:53:00Z
11,16,17,C7,2020-11-04T00:58:00Z
13,18,20,C7,2020-11-04T01:04:00Z
10,13,14,C7,2020-11-04T01:09:00Z
11,13,15,C7,2020-11-04T01:15:00Z
10,14,14,C7,2020-11-04T01:20:00Z
9,12,12,C7,2020-11-04T01:26:00Z
10,14,15,C7,2020-11-04T01:31:00Z
10,14,14,C7,2020-11-04T01:37:00Z
10,12,13,C7,2020-11-04T01:42:00Z
10,12,12,C7,2020-11-04T01:48:00Z
10,14,14,C7,2020-11-04T01:53:00Z
9,12,13,C7,2020-11-04T01:59:00Z
10,12,13,C7,2020-11-04T02:05:00Z
9,12,13,C7,2020-11-04T02:10:00Z
9,11,11,C7,2020-11-04T02:16:00Z
9,12,12,C7,2020-11-04T02:21:00Z
9,12,14,C7,2020-11-04T02:27:00Z
8,10,11,C7,2020-11-04T02:32:00Z
9,10,11,C7,2020-11-04T02:38:00Z
9,12,13,C7,2020-11-04T02:43:00Z
10,14,14,C7,2020-11-04T02:49:00Z
8,11,11,C7,2020-11-04T02:54:00Z
7,10,11,C7,2020-11-04T03:00:00Z
8,11,12,C7,2020-11-04T03:05:00Z
9,12,14,C7,2020-11-04T03:11:00Z
9,12,13,C7,2020-11-04T03:16:00Z
9,12,13,C7,2020-11-04T03:22:00Z
9,12,12,C7,2020-11-04T03:28:00Z
10,13,13,C7,2020-11-04T03:33:00Z
10,13,14,C7,2020-11-04T03:39:00Z
10,13,14,C7,2020-11-04T03:44:00Z
10,14,14,C7,2020-11-04T03:50:00Z
9,12,12,C7,2020-11-04T03:55:00Z
8,12,13,C7,2020-11-04T04:01:00Z
8,12,13,C7,2020-11-04T04:06:00Z
9,12,13,C7,2020-11-04T04:12:00Z
9,12,13,C7,2020-11-04T04:17:00Z
11,15,15,C7,2020-11-04T04:23:00Z
11,13,14,C7,2020-11-04T04:28:00Z
12,15,15,C7,2020-11-04T04:34:00Z
12,15,16,C7,2020-11-04T04:39:00Z
11,16,17,C7,2020-11-04T04:45:00Z
12,14,15,C7,2020-11-04T04:51:00Z
11,14,14,C7,2020-11-04T04:56:00Z
11,14,15,C7,2020-11-04T05:02:00Z
10,12,12,C7,2020-11-04T05:07:00Z
9,13,13,C7,2020-11-04T05:13:00Z
9,11,11,C7,2020-11-04T05:18:00Z
13,17,18,C7,2020-11-04T05:24:00Z
12,18,19,C7,2020-11-04T05:29:00Z
13,18,19,C7,2020-11-04T05:35:00Z
13,19,21,C7,2020-11-04T05:40:00Z
12,16,16,C7,2020-11-04T05:46:00Z
14,17,17,C7,2020-11-04T05:51:00Z
16,21,25,C7,2020-11-04T05:57:00Z
14,18,19,C7,2020-11-04T06:03:00Z
10,15,16,C7,2020-11-04T06:08:00Z
12,14,15,C7,2020-11-04T06:14:00Z
9,12,13,C7,2020-11-04T06:19:00Z
15,23,25,C7,2020-11-04T06:25:00Z
10,14,15,C7,2020-11-04T06:30:00Z
10,15,16,C7,2020-11-04T06:36:00Z
10,14,15,C7,2020-11-04T06:41:00Z
10,12,13,C7,2020-11-04T06:47:00Z
10,12,14,C7,2020-11-04T06:52:00Z
9,12,13,C7,2020-11-04T06:58:00Z
9,13,14,C7,2020-11-04T07:03:00Z
8,10,11,C7,2020-11-04T07:09:00Z
9,11,13,C7,2020-11-04T07:14:00Z
9,12,12,C7,2020-11-04T07:20:00Z
9,11,11,C7,2020-11-04T07:26:00Z
8,10,12,C7,2020-11-04T07:31:00Z
9,12,12,C7,2020-11-04T07:37:00Z
7,9,9,C7,2020-11-04T07:42:00Z
8,10,10,C7,2020-11-04T07:48:00Z
8,10,11,C7,2020-11-04T07:53:00Z
8,11,11,C7,2020-11-04T07:59:00Z
9,13,13,C7,2020-11-04T08:04:00Z
7,10,10,C7,2020-11-04T08:10:00Z
7,10,10,C7,2020-11-04T08:15:00Z
8,11,12,C7,2020-11-04T08:21:00Z
7,10,10,C7,2020-11-04T08:26:00Z
8,10,11,C7,2020-11-04T08:32:00Z
6,10,10,C7,2020-11-04T08:37:00Z
7,9,9,C7,2020-11-04T08:43:00Z
7,10,10,C7,2020-11-04T08:49:00Z
8,11,11,C7,2020-11-04T08:54:00Z
7,10,10,C7,2020-11-04T09:00:00Z
6,8,8,C7,2020-11-04T09:05:00Z
7,10,10,C7,2020-11-04T09:11:00Z
7,9,9,C7,2020-11-04T09:16:00Z
7,9,9,C7,2020-11-04T09:22:00Z
8,10,11,C7,2020-11-04T09:27:00Z
7,9,9,C7,2020-11-04T09:33:00Z
7,10,10,C7,2020-11-04T09:38:00Z
7,10,12,C7,2020-11-04T09:44:00Z
8,10,11,C7,2020-11-04T09:49:00Z
7,9,9,C7,2020-11-04T09:55:00Z
7,10,10,C7,2020-11-04T10:01:00Z
7,10,10,C7,2020-11-04T10:06:00Z
7,10,10,C7,2020-11-04T10:12:00Z
8,10,10,C7,2020-11-04T10:14:00Z
5,9,9,C7,2020-11-04T10:19:00Z
6,10,11,C7,2020-11-04T10:24:00Z
6,10,13,C7,2020-11-04T10:30:00Z
6,8,8,C7,2020-11-04T10:35:00Z
7,11,11,C7,2020-11-04T10:41:00Z
6,9,9,C7,2020-11-04T10:46:00Z
6,8,10,C7,2020-11-04T10:52:00Z
6,9,10,C7,2020-11-04T10:57:00Z
7,10,10,C7,2020-11-04T11:03:00Z
7,10,12,C7,2020-11-04T11:08:00Z
8,12,13,C7,2020-11-04T11:14:00Z
7,9,9,C7,2020-11-04T11:19:00Z
7,10,10,C7,2020-11-04T11:25:00Z
7,10,11,C7,2020-11-04T11:30:00Z
7,11,11,C7,2020-11-04T11:36:00Z
8,11,11,C7,2020-11-04T11:41:00Z
7,9,9,C7,2020-11-04T11:47:00Z
8,11,11,C7,2020-11-04T11:52:00Z
7,10,11,C7,2020-11-04T11:58:00Z
8,10,11,C7,2020-11-04T12:03:00Z
8,11,11,C7,2020-11-04T12:09:00Z
7,10,10,C7,2020-11-04T12:14:00Z
8,11,11,C7,2020-11-04T12:20:00Z
7,10,10,C7,2020-11-04T12:25:00Z
7,10,12,C7,2020-11-04T12:31:00Z
8,11,11,C7,2020-11-04T12:36:00Z
7,10,11,C7,2020-11-04T12:42:00Z
8,11,11,C7,2020-11-04T12:47:00Z
6,9,9,C7,2020-11-04T12:53:00Z
8,11,11,C7,2020-11-04T12:58:00Z
7,10,11,C7,2020-11-04T13:04:00Z
8,11,11,C7,2020-11-04T13:09:00Z
9,12,13,C7,2020-11-04T13:15:00Z
7,11,11,C7,2020-11-04T13:20:00Z
8,11,13,C7,2020-11-04T13:26:00Z
7,10,11,C7,2020-11-04T13:31:00Z
8,12,12,C7,2020-11-04T13:37:00Z
7,10,11,C7,2020-11-04T13:42:00Z
8,10,11,C7,2020-11-04T13:48:00Z
8,11,11,C7,2020-11-04T13:53:00Z
8,13,13,C7,2020-11-04T13:59:00Z
8,11,12,C7,2020-11-04T14:04:00Z
8,11,11,C7,2020-11-04T14:10:00Z
9,12,12,C7,2020-11-04T14:15:00Z
9,12,14,C7,2020-11-04T14:21:00Z
9,11,12,C7,2020-11-04T14:26:00Z
8,11,12,C7,2020-11-04T14:32:00Z
9,13,13,C7,2020-11-04T14:37:00Z
8,13,14,C7,2020-11-04T14:43:00Z
9,12,12,C7,2020-11-04T14:48:00Z
10,13,14,C7,2020-11-04T14:54:00Z
9,12,12,C7,2020-11-04T14:59:00Z
10,13,13,C7,2020-11-04T15:05:00Z
9,12,13,C7,2020-11-04T15:10:00Z
10,13,13,C7,2020-11-04T15:16:00Z
13,18,18,C7,2020-11-04T15:21:00Z
12,15,15,C7,2020-11-04T15:27:00Z
12,15,15,C7,2020-11-04T15:32:00Z
10,15,15,C7,2020-11-04T15:38:00Z
10,14,14,C7,2020-11-04T15:44:00Z
11,15,15,C7,2020-11-04T15:49:00Z
10,15,16,C7,2020-11-04T15:55:00Z
11,15,15,C7,2020-11-04T16:00:00Z
10,14,15,C7,2020-11-04T16:06:00Z
10,14,15,C7,2020-11-04T16:11:00Z
11,15,15,C7,2020-11-04T16:17:00Z
10,15,16,C7,2020-11-04T16:18:00Z
11,13,14,C7,2020-11-04T16:23:00Z
11,13,13,C7,2020-11-04T16:29:00Z
11,16,17,C7,2020-11-04T16:34:00Z
10,14,16,C7,2020-11-04T16:40:00Z
11,15,15,C7,2020-11-04T16:45:00Z
11,13,13,C7,2020-11-04T16:51:00Z
11,14,14,C7,2020-11-04T16:56:00Z
11,13,13,C7,2020-11-04T17:02:00Z
12,14,14,C7,2020-11-04T17:07:00Z
10,13,14,C7,2020-11-04T17:13:00Z
11,14,14,C7,2020-11-04T17:18:00Z
10,13,14,C7,2020-11-04T17:24:00Z
10,14,14,C7,2020-11-04T17:29:00Z
12,16,16,C7,2020-11-04T17:35:00Z
10,14,14,C7,2020-11-04T17:40:00Z
10,14,15,C7,2020-11-04T17:46:00Z
10,12,12,C7,2020-11-04T17:51:00Z
11,13,13,C7,2020-11-04T17:57:00Z
11,14,14,C7,2020-11-04T18:02:00Z
11,14,14,C7,2020-11-04T18:08:00Z
10,13,14,C7,2020-11-04T18:13:00Z
10,13,13,C7,2020-11-04T18:19:00Z
10,12,12,C7,2020-11-04T18:24:00Z
10,13,14,C7,2020-11-04T18:30:00Z
10,12,13,C7,2020-11-04T18:35:00Z
9,13,13,C7,2020-11-04T18:41:00Z
11,14,15,C7,2020-11-04T18:46:00Z
10,13,13,C7,2020-11-04T18:52:00Z
11,14,14,C7,2020-11-04T18:57:00Z
9,12,12,C7,2020-11-04T19:03:00Z
11,15,15,C7,2020-11-04T19:08:00Z
8,11,11,C7,2020-11-04T19:14:00Z
9,12,13,C7,2020-11-04T19:19:00Z
10,13,14,C7,2020-11-04T19:25:00Z
8,11,11,C7,2020-11-04T19:30:00Z
10,13,14,C7,2020-11-04T19:36:00Z
9,12,13,C7,2020-11-04T19:41:00Z
9,13,14,C7,2020-11-04T19:47:00Z
9,11,12,C7,2020-11-04T19:52:00Z
9,11,11,C7,2020-11-04T19:58:00Z
9,12,12,C7,2020-11-04T20:03:00Z
9,12,12,C7,2020-11-04T20:09:00Z
8,9,10,C7,2020-11-04T20:14:00Z
8,10,10,C7,2020-11-04T20:20:00Z
7,9,9,C7,2020-11-04T20:25:00Z
8,11,11,C7,2020-11-04T20:31:00Z
8,11,11,C7,2020-11-04T20:36:00Z
8,11,11,C7,2020-11-04T20:42:00Z
8,10,10,C7,2020-11-04T20:47:00Z
7,9,10,C7,2020-11-04T20:53:00Z
7,9,10,C7,2020-11-04T20:58:00Z
7,9,11,C7,2020-11-04T21:04:00Z
7,11,11,C7,2020-11-04T21:09:00Z
7,9,9,C7,2020-11-04T21:15:00Z
8,10,10,C7,2020-11-04T21:20:00Z
8,12,12,C7,2020-11-04T21:26:00Z
7,10,11,C7,2020-11-04T21:31:00Z
9,10,11,C7,2020-11-04T21:37:00Z
7,9,9,C7,2020-11-04T21:42:00Z
7,9,10,C7,2020-11-04T21:48:00Z
7,9,9,C7,2020-11-04T21:53:00Z
8,11,11,C7,2020-11-04T21:59:00Z
7,9,10,C7,2020-11-04T22:04:00Z
7,8,8,C7,2020-11-04T22:10:00Z
6,9,10,C7,2020-11-04T22:16:00Z
8,10,10,C7,2020-11-04T22:21:00Z
6,8,9,C7,2020-11-04T22:27:00Z
8,10,10,C7,2020-11-04T22:32:00Z
8,10,11,C7,2020-11-04T22:38:00Z
8,10,10,C7,2020-11-04T22:43:00Z
8,10,10,C7,2020-11-04T22:49:00Z
7,9,9,C7,2020-11-04T22:54:00Z
7,10,10,C7,2020-11-04T23:00:00Z
6,9,9,C7,2020-11-04T23:05:00Z
6,8,9,C7,2020-11-04T23:11:00Z
7,9,9,C7,2020-11-04T23:16:00Z
6,9,10,C7,2020-11-04T23:22:00Z
8,11,11,C7,2020-11-04T23:27:00Z
7,10,10,C7,2020-11-04T23:33:00Z
8,10,10,C7,2020-11-04T23:38:00Z
6,10,10,C7,2020-11-04T23:44:00Z
7,9,9,C7,2020-11-04T23:49:00Z
6,9,9,C7,2020-11-04T23:55:00Z
7,10,11,C7,2020-11-05T00:00:00Z
8,11,14,C7,2020-11-05T00:06:00Z
7,10,12,C7,2020-11-05T00:11:00Z
6,8,9,C7,2020-11-05T00:17:00Z
8,11,11,C7,2020-11-05T00:22:00Z
6,9,10,C7,2020-11-05T00:28:00Z
7,9,10,C7,2020-11-05T00:33:00Z
8,10,11,C7,2020-11-05T00:39:00Z
7,9,9,C7,2020-11-05T00:44:00Z
9,11,12,C7,2020-11-05T00:50:00Z
6,8,9,C7,2020-11-05T00:55:00Z
8,10,10,C7,2020-11-05T01:01:00Z
7,10,10,C7,2020-11-05T01:06:00Z
6,9,9,C7,2020-11-05T01:12:00Z
8,10,10,C7,2020-11-05T01:17:00Z
7,10,11,C7,2020-11-05T01:23:00Z
7,10,10,C7,2020-11-05T01:28:00Z
8,11,12,C7,2020-11-05T01:34:00Z
8,10,10,C7,2020-11-05T01:39:00Z
8,11,12,C7,2020-11-05T01:45:00Z
9,11,13,C7,2020-11-05T01:50:00Z
8,10,10,C7,2020-11-05T01:56:00Z
9,12,12,C7,2020-11-05T02:01:00Z
8,11,12,C7,2020-11-05T02:07:00Z
9,11,12,C7,2020-11-05T02:12:00Z
8,10,10,C7,2020-11-05T02:18:00Z
9,12,12,C7,2020-11-05T02:23:00Z
8,10,10,C7,2020-11-05T02:29:00Z
9,11,12,C7,2020-11-05T02:34:00Z
8,10,11,C7,2020-11-05T02:40:00Z
8,11,11,C7,2020-11-05T02:45:00Z
10,13,13,C7,2020-11-05T02:51:00Z
8,12,12,C7,2020-11-05T02:56:00Z
9,10,10,C7,2020-11-05T03:02:00Z
8,11,11,C7,2020-11-05T03:07:00Z
8,10,11,C7,2020-11-05T03:13:00Z
10,12,14,C7,2020-11-05T03:18:00Z
11,13,14,C7,2020-11-05T03:24:00Z
10,12,13,C7,2020-11-05T03:29:00Z
8,12,13,C7,2020-11-05T03:35:00Z
10,12,13,C7,2020-11-05T03:40:00Z
10,14,14,C7,2020-11-05T03:46:00Z
10,11,12,C7,2020-11-05T03:51:00Z
10,13,13,C7,2020-11-05T03:57:00Z
11,12,13,C7,2020-11-05T04:02:00Z
11,14,14,C7,2020-11-05T04:08:00Z
11,14,15,C7,2020-11-05T04:13:00Z
10,13,13,C7,2020-11-05T04:19:00Z
8,12,12,C7,2020-11-05T04:24:00Z
9,12,12,C7,2020-11-05T04:30:00Z
8,10,11,C7,2020-11-05T04:35:00Z
9,11,12,C7,2020-11-05T04:41:00Z
10,12,13,C7,2020-11-05T04:46:00Z
9,12,12,C7,2020-11-05T04:52:00Z
11,13,13,C7,2020-11-05T04:57:00Z
10,13,13,C7,2020-11-05T05:03:00Z
10,13,13,C7,2020-11-05T05:08:00Z
9,12,13,C7,2020-11-05T05:14:00Z
10,14,15,C7,2020-11-05T05:19:00Z
9,13,13,C7,2020-11-05T05:25:00Z
9,11,11,C7,2020-11-05T05:30:00Z
10,14,15,C7,2020-11-05T05:36:00Z
11,13,13,C7,2020-11-05T05:41:00Z
10,12,13,C7,2020-11-05T05:47:00Z
11,13,13,C7,2020-11-05T05:52:00Z
12,14,15,C7,2020-11-05T05:58:00Z
12,14,14,C7,2020-11-05T06:03:00Z
11,14,15,C7,2020-11-05T06:09:00Z
12,15,16,C7,2020-11-05T06:14:00Z
12,14,15,C7,2020-11-05T06:20:00Z
12,15,15,C7,2020-11-05T06:25:00Z
10,13,14,C7,2020-11-05T06:31:00Z
11,14,14,C7,2020-11-05T06:36:00Z
11,14,14,C7,2020-11-05T06:42:00Z
11,13,13,C7,2020-11-05T06:47:00Z
10,13,14,C7,2020-11-05T06:53:00Z
11,15,17,C7,2020-11-05T06:58:00Z
10,14,15,C7,2020-11-05T07:04:00Z
12,15,16,C7,2020-11-05T07:09:00Z
12,15,15,C7,2020-11-05T07:15:00Z
12,17,19,C7,2020-11-05T07:20:00Z
12,14,14,C7,2020-11-05T07:26:00Z
12,14,15,C7,2020-11-05T07:31:00Z
12,14,15,C7,2020-11-05T07:37:00Z
12,15,15,C7,2020-11-05T07:42:00Z
13,15,16,C7,2020-11-05T07:48:00Z
11,14,15,C7,2020-11-05T07:53:00Z
12,14,14,C7,2020-11-05T07:59:00Z
11,14,14,C7,2020-11-05T08:04:00Z
11,14,15,C7,2020-11-05T08:10:00Z
11,14,15,C7,2020-11-05T08:15:00Z
11,12,13,C7,2020-11-05T08:21:00Z
10,13,13,C7,2020-11-05T08:26:00Z
12,15,17,C7,2020-11-05T08:32:00Z
12,14,14,C7,2020-11-05T08:37:00Z
14,16,16,C7,2020-11-05T08:43:00Z
13,14,14,C7,2020-11-05T08:48:00Z
13,16,17,C7,2020-11-05T08:54:00Z
14,17,19,C7,2020-11-05T08:59:00Z
14,17,18,C7,2020-11-05T09:05:00Z
15,18,19,C7,2020-11-05T09:10:00Z
14,17,19,C7,2020-11-05T09:16:00Z
14,18,18,C7,2020-11-05T09:21:00Z
13,15,16,C7,2020-11-05T09:27:00Z
13,17,17,C7,2020-11-05T09:32:00Z
14,17,18,C7,2020-11-05T09:38:00Z
13,16,16,C7,2020-11-05T09:43:00Z
14,17,17,C7,2020-11-05T09:49:00Z
13,16,17,C7,2020-11-05T09:55:00Z
14,17,18,C7,2020-11-05T10:00:00Z
13,18,19,C7,2020-11-05T10:06:00Z
12,16,17,C7,2020-11-05T10:11:00Z
14,18,19,C7,2020-11-05T10:17:00Z
13,18,19,C7,2020-11-05T10:22:00Z
13,16,17,C7,2020-11-05T10:28:00Z
13,16,17,C7,2020-11-05T10:33:00Z
12,16,18,C7,2020-11-05T10:39:00Z
14,18,18,C7,2020-11-05T10:44:00Z
16,19,19,C7,2020-11-05T10:50:00Z
14,17,18,C7,2020-11-05T10:55:00Z
15,19,19,C7,2020-11-05T11:01:00Z
14,18,19,C7,2020-11-05T11:06:00Z
14,18,21,C7,2020-11-05T11:12:00Z
15,18,18,C7,2020-11-05T11:17:00Z
13,16,16,C7,2020-11-05T11:23:00Z
15,20,21,C7,2020-11-05T11:28:00Z
17,23,24,C7,2020-11-05T11:34:00Z
17,22,23,C7,2020-11-05T11:39:00Z
17,22,22,C7,2020-11-05T11:45:00Z
17,22,23,C7,2020-11-05T11:50:00Z
16,21,21,C7,2020-11-05T11:56:00Z
17,20,20,C7,2020-11-05T12:01:00Z
17,21,22,C7,2020-11-05T12:07:00Z
15,20,22,C7,2020-11-05T12:12:00Z
17,23,24,C7,2020-11-05T12:18:00Z
16,22,23,C7,2020-11-05T12:23:00Z
15,19,19,C7,2020-11-05T12:29:00Z
15,18,19,C7,2020-11-05T12:34:00Z
15,20,20,C7,2020-11-05T12:40:00Z
17,22,22,C7,2020-11-05T12:45:00Z
17,22,24,C7,2020-11-05T12:51:00Z
16,19,21,C7,2020-11-05T12:56:00Z
16,21,24,C7,2020-11-05T13:02:00Z
16,21,22,C7,2020-11-05T13:07:00Z
15,21,21,C7,2020-11-05T13:13:00Z
15,19,19,C7,2020-11-05T13:18:00Z
16,21,21,C7,2020-11-05T13:24:00Z
17,24,24,C7,2020-11-05T13:29:00Z
18,24,25,C7,2020-11-05T13:35:00Z
17,22,22,C7,2020-11-05T13:40:00Z
15,20,20,C7,2020-11-05T13:46:00Z
15,19,20,C7,2020-11-05T13:51:00Z
20,25,27,C7,2020-11-05T13:57:00Z
20,25,26,C7,2020-11-05T14:02:00Z
18,23,23,C7,2020-11-05T14:08:00Z
19,23,23,C7,2020-11-05T14:13:00Z
19,25,25,C7,2020-11-05T14:19:00Z
21,26,27,C7,2020-11-05T14:24:00Z
